,user_embed
138,"0.4753493,0.3443273,0.117270224,0.38464597,-0.09851946,0.42853132,0.2729978,0.21369174,-0.37468538,-0.25479132,-0.39892593,-0.37286484,0.42954814,-0.028724544,-0.1541453,-0.17400755,-0.41513035,-0.3464183,-0.048165623,0.10594088,0.652628,-0.42795292,-0.017596379,-0.10744503,-0.13322613,0.33570737,0.40131912,-0.35633546,-0.13592029,0.35921034"
139,"0.4742405,0.3446931,0.11843755,0.3833308,-0.09862889,0.42952818,0.274612,0.206237,-0.37533918,-0.25535038,-0.400723,-0.36910185,0.43606257,-0.028093396,-0.15344362,-0.17477494,-0.4163236,-0.34624198,-0.04602727,0.10495582,0.65174353,-0.42816538,-0.018506976,-0.107588135,-0.1300109,0.33867878,0.3995432,-0.3563908,-0.13506605,0.35925946"
140,"0.4555312,-0.18528156,0.2084164,0.031999197,-0.38783857,0.08317611,-0.06538123,0.25546846,-0.28129506,-0.023240432,-0.048136927,0.15554105,0.09630568,0.33753037,-0.40208748,-0.47822168,-0.290652,-0.23494333,-0.011222636,-0.13274968,0.29074275,-0.060288485,0.25828102,0.2774106,-0.3547581,0.45505822,0.424479,-0.39363855,-0.24157839,0.5073881"
141,"1.4287645e-05,-3.326408e-05,-3.6218145e-05,-5.8637575e-06,0.00015665988,2.8082875e-05,-5.9311893e-05,-7.971718e-05,-2.301536e-05,2.7912496e-05,-4.6629226e-05,-2.0488253e-05,1.88652e-05,2.9097737e-06,-6.141759e-05,7.7722594e-05,-0.00013047659,2.3156328e-05,1.0831848e-06,-8.056812e-05,1.0285395e-05,-3.7999416e-05,-3.0113084e-05,5.300276e-06,-7.519629e-05,9.838992e-06,2.7601744e-05,0.0005785724,-0.000108169814,-1.962215e-05"
142,"0.00020646991,2.922732e-05,3.6960522e-05,0.00013079804,-3.172581e-05,-5.4538916e-05,-2.8662818e-05,6.051732e-05,-8.345718e-07,4.921283e-06,3.4452627e-05,4.1347394e-06,-1.644061e-05,-1.3357503e-06,3.0807123e-06,-1.5701984e-05,0.0003037608,-2.147569e-05,2.697307e-06,-6.843333e-06,1.0729736e-06,-3.0297873e-05,6.561832e-05,-1.6431045e-06,4.858915e-06,-4.4864693e-05,-1.8055693e-05,-3.8458074e-05,3.5013247e-05,1.5219336e-05"
143,"0.15829487,-0.07430005,-0.09383195,0.11430764,0.12817809,0.14587727,-0.25868264,-0.040466342,0.0959092,0.14530948,-0.096511126,0.0831374,0.08868837,-0.01953907,-0.12264821,-0.10052948,-0.020471169,-0.063247725,0.109323554,0.026650084,0.080343686,-0.15452744,0.13690132,0.09059617,-0.20369853,-0.11326934,-0.24678308,-0.08002014,0.4054037,-0.09348817"
144,"-0.09234266,-0.3239492,-0.0718235,0.28194162,0.36927643,0.2760446,-0.46226525,-0.1740295,0.12011958,0.40368018,-0.2519087,0.3159673,0.4022151,-0.29265615,-0.23419814,-0.2571608,-0.20768057,-0.29796213,-0.03364402,0.13670664,0.2012556,-0.2541818,0.39561737,0.21693589,-0.3778148,-0.39553803,-0.16947296,-0.12411832,0.5406198,-0.42346475"
145,"0.09125057,0.25792676,0.25893483,-0.24281862,0.24892172,0.19672978,0.39641604,0.3204815,0.0835396,0.33429217,0.1318481,0.28454825,0.29245362,0.18753862,0.087372,-0.076198034,0.17995623,0.057995092,0.334953,0.26415336,0.23959203,0.07680518,-0.16702783,0.32370052,-0.19846793,-0.29574695,-0.20803939,0.17505932,-0.27479634,0.115911566"
146,"0.092503496,0.26104933,0.25866407,-0.24376473,0.24828734,0.19683874,0.39408213,0.32030216,0.08338016,0.33480993,0.13171792,0.28467846,0.29544866,0.18806298,0.087795936,-0.07583588,0.17966667,0.05827557,0.3348087,0.2659434,0.23890573,0.07534756,-0.16720325,0.3228514,-0.19885303,-0.2975282,-0.20789696,0.17862196,-0.27498484,0.115815066"
147,"0.09159227,0.2576632,0.25888646,-0.24301133,0.24812849,0.19662811,0.39410725,0.32029667,0.08381681,0.33603472,0.13160396,0.28451347,0.29457188,0.18803759,0.08724917,-0.07630005,0.18006805,0.0580119,0.33485627,0.26424655,0.23943058,0.07666567,-0.16669066,0.3269828,-0.19862892,-0.29572794,-0.20815346,0.17616957,-0.27421042,0.11595857"
148,"0.09109343,0.25718746,0.25879243,-0.24318112,0.24869153,0.19677639,0.39412114,0.32071078,0.083445236,0.33661017,0.13187924,0.2846628,0.2923658,0.18717065,0.087729335,-0.07623015,0.18070753,0.057645634,0.33470815,0.26616126,0.23955618,0.07649248,-0.166705,0.32263243,-0.19834088,-0.29578978,-0.20785117,0.17612495,-0.275503,0.116014294"
149,"0.09132475,0.25802806,0.2578258,-0.24269709,0.24917606,0.19639139,0.3921783,0.3205056,0.08382835,0.3352843,0.13154276,0.2847899,0.29240587,0.18805127,0.08672789,-0.07620322,0.17977323,0.05759267,0.33488554,0.26391396,0.23932253,0.07687192,-0.16729954,0.32594597,-0.19899006,-0.29607907,-0.20809677,0.17612776,-0.27433068,0.11583255"
150,"0.0910708,0.26171112,0.25934243,-0.2436132,0.24795343,0.19695064,0.39646786,0.31988126,0.0834594,0.33602417,0.13167816,0.28488147,0.29259387,0.18797076,0.088555045,-0.07614003,0.17985128,0.05793198,0.33473507,0.26395333,0.23938769,0.07626085,-0.16676606,0.32392392,-0.19825844,-0.29610974,-0.20867974,0.1763704,-0.27453744,0.116071284"
151,"0.09130858,0.25698236,0.2585344,-0.24451004,0.2484606,0.19667445,0.39306897,0.32111472,0.08314404,0.3346683,0.13155022,0.287441,0.2964764,0.18832996,0.08679731,-0.07608143,0.18000965,0.058315117,0.3347116,0.2648492,0.23952413,0.0766932,-0.16672438,0.3250076,-0.19868867,-0.29510343,-0.20904398,0.17547423,-0.27508646,0.115610346"
152,"-0.13199611,-0.06912985,0.23994789,0.006930723,-0.08101606,0.11122955,0.2226324,-0.09749524,0.16850935,-0.08082471,0.11944912,0.18575612,-0.09019226,-0.21870779,-0.10209632,-0.2581263,-0.025836723,-0.0060489695,-0.19765913,0.014250932,0.19213472,0.2600486,-0.109951064,-0.093515314,-0.02621336,0.10779179,0.17204118,-0.013841796,-0.1078341,-0.26893395"
153,"-0.30093208,-0.14570887,0.55003816,0.034367617,-0.19463626,0.252683,0.49276096,-0.19609167,0.4064326,-0.18376775,0.2619895,0.4433313,-0.20957062,-0.4977468,-0.22327304,-0.59732324,-0.05633047,-0.020346954,-0.47399804,0.012729462,0.45523992,0.60336107,-0.26579902,-0.1738027,-0.07819121,0.2543135,0.39210474,-0.02883443,-0.23722479,-0.6283148"
154,"3.7375194e-06,9.227162e-06,7.2386993e-06,9.931437e-06,-8.596245e-05,-1.8587123e-05,8.730368e-06,1.6312738e-06,4.40111e-05,9.2745895e-06,-4.3415258e-07,-2.0882915e-05,-1.0316786e-05,-6.427948e-08,5.324108e-06,-1.1972578e-05,9.543631e-06,-1.9087568e-06,3.5651788e-06,-8.512219e-07,9.211612e-06,-9.2627386e-07,1.0274332e-05,8.011074e-06,3.4444768e-06,-4.3505126e-05,8.625262e-06,-5.651107e-06,7.420731e-06,5.403634e-06"
155,"0.027941827,0.1441411,-0.2132603,-0.121828705,0.03193516,-0.12749785,0.017606404,-0.04875841,-0.21945617,0.013969518,-0.17211425,0.20746975,0.1443573,-0.08004657,-0.033061147,-0.041976854,-0.023205366,0.12149325,-0.0052238638,0.11356746,-0.13241902,0.0029284155,-0.16420212,0.013972646,0.024524841,0.10909832,0.010262085,0.057479177,0.124232925,0.11039785"
156,"0.14004838,0.13437772,0.15972467,0.02538389,-0.057228815,0.030437374,0.025512604,-0.15692936,0.21804395,0.0064517297,-0.018799983,-0.18958789,-0.19793376,0.007767997,-0.026655003,-0.04591862,-0.043953698,-0.07975292,0.09465273,-0.032899253,-0.007450119,-0.072184354,-0.009185352,0.038053256,0.03680952,-0.19285305,0.08489707,0.021925673,0.019301506,0.013611238"
157,"-0.00022412809,-0.00049653463,0.00080341025,0.0010222335,-0.0018291725,-0.0011053948,0.0012255454,0.00096297666,0.003059067,6.029829e-05,0.0010826355,-0.00054896495,-0.0012373241,-0.0011262447,0.00022709594,-0.0013847465,0.0008376866,-0.0004193039,-0.00094035786,0.0012808782,0.0017902157,0.0015704796,0.00020015035,0.00069888396,0.00030167826,-0.0006637181,0.0015517679,-0.0014124705,0.00027807208,-0.00035809958"
158,"-0.00020806256,-0.00051601446,0.0009551859,0.0014558545,-0.0018319456,-0.0011617028,0.0011157603,0.0009772759,0.0048392555,4.9688675e-05,0.0011646593,-0.000665841,-0.0012113935,-0.00149115,0.00016643638,-0.0017012573,0.0013066415,-0.0004237285,-0.0014004112,0.0013183543,0.0017513717,0.0016041497,0.00020226666,0.00090247905,0.00026034826,-0.0008247955,0.0016734167,-0.0009705977,-3.4359055e-05,-0.0004124424"
159,"-0.26437604,0.22578931,0.22980547,0.2846802,-0.25274655,-0.29671597,-0.2765781,-0.058199488,-0.20993027,-0.1210465,0.19149019,-0.088125825,0.211616,0.33325204,-0.2991856,0.25898287,0.22534215,-0.27566293,0.20584318,0.0016410203,0.40854898,0.15290692,-0.30194128,0.076915234,-0.19458538,0.31651276,-0.14355202,0.302426,0.28579625,-0.374041"
160,"-0.013271896,-0.006957365,-0.0021704729,0.0030353172,0.0020812892,0.003500063,0.0021343818,0.00013007896,-0.016159581,-0.006325153,-0.00049424754,0.019164992,0.00217653,-0.0033550793,0.028622853,0.0029249287,-0.003420454,0.003960019,-0.016283052,0.003684408,0.012578862,0.014532658,0.0027299114,0.010202543,0.0001448778,0.039840106,-0.008420171,0.0062388433,-0.010614563,-0.0031608976"
161,"-0.013225114,-0.008062329,-0.0030085172,0.00019979224,0.0032253657,0.004358815,0.0022439759,0.000739965,-0.02673354,-0.007449872,-9.679309e-05,0.03129272,0.0036359837,-0.0023474733,0.02292434,0.0020739804,-0.0029740564,0.004305167,-0.017186724,0.0034878969,0.014315444,0.010330192,0.002966794,0.011123952,-0.0011512008,0.056144133,-0.00993079,0.0052604196,-0.008179672,-0.0054976684"
162,"-0.08221591,-0.096141726,-0.18113774,0.32606888,0.3950815,0.2208808,-0.2949068,-0.27572766,-0.2869493,-0.02489509,0.3330342,0.005512286,-0.33171442,0.22190684,0.27591997,-0.28818908,0.20712261,-0.40181622,0.11888459,0.060080875,0.07498123,0.10187768,-0.10649213,-0.25093943,-0.09267481,-0.19322565,0.10168175,0.11474225,-0.1941151,0.32823515"
163,"-0.08160876,-0.09572866,-0.18271169,0.3258442,0.3929377,0.22089387,-0.29518682,-0.27545452,-0.2866096,-0.024537783,0.332789,0.00573916,-0.33056915,0.22185898,0.27525723,-0.28561425,0.20673005,-0.40185475,0.11863318,0.059241366,0.0741134,0.1022502,-0.1071436,-0.25085273,-0.09298721,-0.19889714,0.10252694,0.1147855,-0.19413678,0.32830685"
164,"-0.08313307,-0.09605528,-0.1833468,0.3256225,0.39352235,0.21964912,-0.2937679,-0.27544686,-0.28680646,-0.024880053,0.33334082,0.007851441,-0.33113793,0.22130693,0.27523547,-0.2855253,0.20691818,-0.4017095,0.119419985,0.06049311,0.07424711,0.10204852,-0.10606379,-0.2513334,-0.09320575,-0.19890067,0.10272341,0.113764785,-0.19421123,0.32777327"
165,"-0.083471574,-0.09604176,-0.18242578,0.32618114,0.39621946,0.21866895,-0.29490444,-0.2752939,-0.28664458,-0.024696207,0.33460626,0.004980405,-0.3315027,0.22161895,0.27760863,-0.2857881,0.20905156,-0.4019542,0.11881779,0.06467947,0.07476057,0.101967484,-0.10676433,-0.25101957,-0.09251637,-0.19886371,0.10194995,0.11436168,-0.19452867,0.32792702"
166,"-0.08889755,-0.12176056,-0.20503388,0.39695954,0.48534846,0.26555657,-0.35597143,-0.3261088,-0.33559707,-0.036961183,0.40676564,-0.0023110432,-0.39029878,0.26043144,0.32673806,-0.33071673,0.23725188,-0.48516372,0.14852928,0.06385745,0.082359,0.128352,-0.11634843,-0.29123333,-0.09838225,-0.22570138,0.11050041,0.13935694,-0.24308091,0.376484"
167,"-9.476374e-09,-1.7452756e-08,7.898264e-09,1.6985993e-09,-1.1703072e-08,-1.517938e-08,-1.0903265e-08,1.5047169e-08,-6.077116e-08,-1.184024e-08,-9.044222e-09,1.355614e-07,7.4066735e-09,3.303912e-08,2.0233816e-08,1.8287697e-08,8.565668e-08,-2.118386e-08,-1.3919454e-08,-1.7091562e-08,4.135412e-09,-1.10341025e-08,8.777885e-08,2.3542016e-08,-1.23009265e-08,3.091935e-08,-2.4082526e-08,-1.3721477e-08,-1.4544399e-08,-4.6477258e-08"
168,"0.33750856,-0.14724542,0.2559669,-0.29477498,0.07002542,-0.43892226,0.20851032,0.2962356,-0.23853147,-0.24668127,-0.28869492,-0.24279694,0.007981261,0.34082997,0.29739967,-0.3594899,-0.33774453,-0.42316145,-0.36738193,0.19750333,-0.15479986,0.4022845,0.17784773,-0.39370394,-0.24536166,-0.28465942,-0.30972064,0.33838713,0.28100353,-0.20490518"
169,"0.33688527,-0.14720626,0.25677305,-0.29461506,0.06965954,-0.4389134,0.20794274,0.2966586,-0.23752137,-0.24646297,-0.28945315,-0.24264267,0.0068785762,0.340887,0.29824317,-0.35964787,-0.33759597,-0.42590573,-0.3677206,0.1970502,-0.1541942,0.40479553,0.17740157,-0.390282,-0.24470423,-0.2839248,-0.31148392,0.33782232,0.28332612,-0.20503256"
170,"0.33692202,-0.1471429,0.25662243,-0.2942416,0.06962056,-0.44225308,0.2075368,0.29718333,-0.23738849,-0.2465076,-0.2899526,-0.24232082,0.007967097,0.34035382,0.29794636,-0.3595378,-0.33765802,-0.42422915,-0.36682162,0.19735897,-0.15444154,0.4047598,0.17730191,-0.39033508,-0.2445684,-0.28421992,-0.31289798,0.33843055,0.2816873,-0.20519228"
171,"0.3373142,-0.14683384,0.25639442,-0.29410878,0.06946035,-0.44471565,0.20738715,0.30023852,-0.23913519,-0.2465279,-0.28860176,-0.24179828,0.007811159,0.3407448,0.2979242,-0.35975474,-0.33699358,-0.42596793,-0.36775395,0.1969997,-0.1563359,0.40471888,0.17698473,-0.39041734,-0.24605012,-0.28452,-0.31202915,0.33764336,0.28069016,-0.20552947"
172,"0.336867,-0.14724268,0.25641352,-0.29446045,0.069333255,-0.44273716,0.20845252,0.29735336,-0.23772998,-0.24758099,-0.28864008,-0.24160813,0.006683537,0.34010562,0.29835856,-0.3596699,-0.33722124,-0.42377108,-0.36764643,0.19753781,-0.15460676,0.40512034,0.17729957,-0.39190397,-0.2448934,-0.285556,-0.3107298,0.33812943,0.28113928,-0.20537664"
173,"0.16571595,-0.07507484,0.11669599,-0.14479439,0.030868633,-0.24141656,0.10477046,0.15108348,-0.117286414,-0.12436851,-0.1381068,-0.12227577,0.0035111608,0.1759059,0.15532497,-0.18246353,-0.16363852,-0.21259257,-0.19100037,0.10193352,-0.07585435,0.19793928,0.095379174,-0.18388401,-0.12139963,-0.13575472,-0.16164377,0.17090261,0.14355414,-0.100501776"
174,"0.17067826,-0.07276753,0.13427937,-0.14968634,0.03991784,-0.20121653,0.10367496,0.14598858,-0.12039215,-0.122367464,-0.14993769,-0.12104972,0.0044341977,0.16286004,0.14308126,-0.17667696,-0.17427188,-0.2089812,-0.17751029,0.096144706,-0.0780643,0.20602345,0.08202146,-0.20509943,-0.12359723,-0.14877734,-0.1492657,0.16774805,0.1391657,-0.104036756"
175,"0.2505042,0.2759546,0.045744583,0.29284734,0.027884472,0.28484234,0.12423678,0.09050202,-0.27518117,-0.16200998,-0.3089369,-0.23933826,0.28550124,-0.057183813,0.01697692,-0.008367584,-0.28598002,-0.2007263,-0.07356945,0.060646866,0.40714058,-0.2708416,-0.059111953,-0.053586137,-0.041536804,0.23563465,0.18788745,-0.11881385,-0.09636056,0.18518773"
176,"-0.0035466778,-0.13387609,-0.0054523386,-0.06094342,-0.007016223,-0.06368779,-0.11648777,0.10545887,-0.10660718,-0.023522867,0.06891437,0.28923798,0.054959856,0.1568354,-0.17375153,-0.10792166,0.05455339,0.0026159603,-0.046134252,-0.17579116,-0.14065593,0.069000736,0.0072290567,0.035680383,-0.12335356,0.14727528,0.012514149,-0.0313632,-0.10580406,-0.031057281"
177,"-0.0024746,-0.13469124,0.0016811234,-0.05737497,-0.0076017315,-0.06252356,-0.11533827,0.10328398,-0.105664976,-0.02227574,0.07066122,0.28971112,0.061208375,0.16580844,-0.18228823,-0.10763097,0.054014012,0.0025091758,-0.043169007,-0.17906085,-0.13483255,0.067038,0.0105510475,0.035936363,-0.12874636,0.14720666,0.009583542,-0.0272402,-0.10591055,-0.030841611"
178,"0.16934548,-0.46242595,0.12536345,-0.2218669,-0.2913349,-0.18991233,-0.32927737,0.23427524,-0.20346501,0.07885447,0.2114851,0.61693454,-0.049689014,0.49896204,-0.46844813,-0.4437955,-0.024517482,-0.04261183,-0.04312132,-0.36302695,-0.20084897,0.2198904,0.24470127,0.3466217,-0.38719785,0.4227691,0.19807065,-0.19348404,-0.27442348,0.25633"
179,"-0.11027396,-0.09058911,-0.19657797,0.20808879,-0.16272196,-0.17641662,-0.17097323,-0.119507276,0.2167763,0.18618906,-0.17791164,-0.046708748,0.17834145,0.12135971,-0.2018224,-0.026903056,-0.4120073,0.2724201,-0.3142492,0.043030843,0.2909643,0.28953153,-0.06428537,0.102132216,0.21320295,-0.24171671,0.061206076,0.548255,-0.2979839,0.29495186"
180,"-0.113459475,-0.09198282,-0.19740914,0.21229072,-0.16345753,-0.17594236,-0.16899355,-0.12036841,0.21826074,0.17632736,-0.17716286,-0.048362497,0.17780165,0.12086346,-0.20182574,-0.027408417,-0.4140119,0.27244735,-0.31422487,0.04471704,0.30620128,0.292335,-0.06437443,0.10323538,0.21251394,-0.23942317,0.060540777,0.5460757,-0.2978583,0.29412696"
181,"-0.11165489,-0.09172464,-0.19456303,0.21036136,-0.16385533,-0.17615044,-0.16439044,-0.11915301,0.2194918,0.1801843,-0.17690921,-0.04466863,0.1767752,0.12012261,-0.20150839,-0.027759954,-0.41385224,0.2728601,-0.31450772,0.04465564,0.30410045,0.2916982,-0.0640558,0.10310418,0.21227928,-0.23904592,0.062459253,0.54376656,-0.29786596,0.29163906"
182,"6.9138486e-09,8.972822e-08,-4.089609e-08,-4.281381e-07,2.2205829e-07,1.6657788e-08,6.835377e-08,-1.4998434e-07,-5.589156e-08,-1.6787566e-06,-2.5013255e-08,1.9493453e-07,-4.483333e-08,1.0524846e-07,-3.5714564e-08,8.430909e-07,-5.4875544e-09,-1.3970688e-07,2.5317219e-08,4.273869e-09,-1.3078994e-07,-2.2696592e-07,-1.0131093e-08,-3.487714e-08,-1.8610716e-07,8.5926025e-08,3.6104987e-07,-9.403163e-08,-2.5844136e-07,-5.7352e-07"
183,"-0.12444716,0.16605577,-0.1295007,0.050429773,-0.3313341,0.41108656,0.1942305,0.140063,0.24353826,0.2768616,-0.043377873,0.15013367,-0.06608144,0.04094978,0.18962373,0.31693688,-0.15959223,-0.25846362,0.23347214,-0.17995879,-0.20788331,0.28933913,0.28543377,-0.20086586,-0.22282395,0.115351416,0.2014942,0.2067807,0.36241636,0.14120632"
184,"-0.12512212,0.16524692,-0.13046394,0.04539677,-0.332258,0.4116229,0.196305,0.14018697,0.24405229,0.27653304,-0.04393855,0.15026255,-0.06518048,0.041274052,0.18922555,0.31691366,-0.15832521,-0.27119067,0.23407125,-0.180839,-0.20591815,0.28758734,0.28707403,-0.19899496,-0.2233863,0.113387,0.2019802,0.20699652,0.36240897,0.13993904"
185,"0.17497867,0.13816833,0.20148104,0.02875851,-0.0653841,0.036210656,0.028980628,-0.1882118,0.28292143,0.010290148,-0.02150394,-0.20640337,-0.23272839,0.008216433,-0.041212074,-0.05906151,-0.049884096,-0.09213012,0.117578454,-0.035348687,-0.009236011,-0.082994625,-0.010223647,0.038253207,0.04268855,-0.2354861,0.101348616,0.030197455,0.020292323,0.010942191"
186,"-0.012191009,0.064755514,-0.05588427,0.07460481,-0.07798969,0.0034898655,-0.051711287,-0.12610316,0.06674959,-0.038572837,-0.06204259,-0.060563434,-0.09199366,0.014646949,0.11133722,-0.030462861,-0.23596755,0.051295906,0.08700948,0.010349462,0.064134076,0.010571176,0.013299211,0.15983357,-0.07840123,-0.040546943,-0.07827074,0.11894882,-0.04930632,0.04409261"
187,"0.0008060209,0.0019613502,0.00028463124,-0.0014941266,0.001638182,-0.000406001,-0.001874837,-0.00052192295,-0.00089875003,-8.1128754e-05,0.00047027075,0.0002721448,0.0014056924,0.0013670657,-0.0003939561,0.0009307866,-0.000110182154,0.00094012846,0.00055649027,-0.001853133,-0.013020716,-0.0006622165,-0.0009296669,-0.0014179638,0.0005804084,-0.0007579906,0.00019768214,-0.00058024534,-0.00063808734,0.00038162273"
188,"-2.5270527e-05,-0.00011765843,-3.3428907e-05,4.8144484e-05,-8.640868e-05,1.1945891e-05,0.00012163258,3.244594e-05,6.7320245e-05,3.9725805e-06,1.1809315e-05,-2.7332564e-05,-6.598937e-05,-0.000104743645,3.4473513e-05,-4.953773e-05,2.1258882e-07,-1.2340672e-05,-2.54384e-05,0.00025904938,0.00058189326,3.786449e-05,6.3097636e-05,6.201098e-05,-1.1295268e-05,4.8631355e-05,1.3980443e-05,-1.727418e-07,5.598873e-05,-1.8855575e-05"
189,"0.02743038,0.0043508373,-0.06580851,-0.061289925,0.045182396,0.027662847,0.038795684,0.012548012,-0.0040804963,-0.010256355,0.09676258,-0.044213057,0.062441546,-0.014873975,-0.11956385,-0.041335702,0.015127866,0.036210917,0.019368788,0.031176556,-0.070374474,-0.018215245,-0.02160213,-0.105318286,-0.0076429117,-0.0027624418,-0.032928865,-0.05072199,0.059869688,0.011390743"
190,"0.055209856,0.047023993,-0.15934612,-0.035847235,0.13777433,-0.07850389,-0.020382522,-0.023560239,-0.17535931,-0.0387972,-0.09077183,0.12834619,0.15422224,-0.06993748,-0.022504857,0.009307225,-0.036407884,0.053279806,0.05248784,0.06793083,-0.13057737,0.061537545,-0.07492559,0.035844557,0.06579209,0.13265938,-0.046994388,0.059551895,0.039002027,0.09283639"
191,"-0.3511217,0.39738858,0.41227397,-0.19731493,-0.15616263,-0.3737291,-0.33461273,-0.3659181,-0.3617263,0.11454745,0.48666677,-0.49020728,0.2934106,0.13564809,-0.41516182,0.4105021,-0.08049849,-0.35369563,0.2508531,0.3748708,0.05819846,0.23887195,-0.111379296,0.17426954,-0.17343526,0.10150072,0.17840146,0.11296094,0.27285334,-0.07397544"
192,"-0.22769573,0.20518988,0.20553541,0.22637948,-0.21396813,-0.25679097,-0.23907506,-0.06874853,-0.18483353,-0.098079495,0.18286923,-0.10846984,0.1851334,0.27953842,-0.26320755,0.23434825,0.18406907,-0.23259208,0.18350257,0.026423465,0.34699506,0.14344859,-0.25961939,0.061476953,-0.1688362,0.2707368,-0.11088348,0.2585932,0.2522992,-0.3106725"
193,"-0.2279521,0.20538384,0.2059515,0.22619636,-0.21434009,-0.25673422,-0.23914461,-0.06872783,-0.18552749,-0.09744964,0.18276809,-0.09979732,0.18534978,0.27940515,-0.26331112,0.23359314,0.18622911,-0.23242399,0.18272427,0.024033299,0.34700567,0.14407435,-0.26036066,0.061445896,-0.16991092,0.27136856,-0.111289635,0.2583621,0.25174525,-0.31152388"
194,"-0.22858407,0.20548327,0.20574917,0.22481266,-0.21413805,-0.2571407,-0.23859261,-0.06797187,-0.1864031,-0.09809638,0.18223907,-0.101258315,0.18534581,0.2803891,-0.26333448,0.23444997,0.18653671,-0.2325147,0.18333481,0.0229841,0.34652618,0.14363343,-0.26007667,0.06222965,-0.16972181,0.2715295,-0.11132649,0.25837758,0.25210798,-0.3112286"
195,"-0.22822651,0.20521176,0.20597154,0.22531755,-0.21422757,-0.25823388,-0.23858275,-0.06722229,-0.18583637,-0.09729008,0.18207628,-0.10111088,0.18533961,0.2803419,-0.26328418,0.23396598,0.1865787,-0.23286453,0.18320891,0.023616172,0.34644744,0.14387138,-0.2600163,0.062295515,-0.16833192,0.27163947,-0.111204855,0.25825766,0.25170612,-0.31183332"
196,"0.054320406,-0.13523461,0.3337148,-0.5681288,-0.22486572,-0.24126628,-0.31693104,-0.17300366,-0.27705112,0.31529585,0.43894804,-0.06194122,-0.0059187887,0.17964299,-0.4190784,-0.15019567,-0.3471134,-0.16457094,0.067636035,0.16608174,-0.33822107,0.24628639,0.38546526,0.43998536,-0.26930633,0.11371327,0.4720742,-0.30750185,-0.1470113,0.5263704"
197,"-0.11995763,0.19266558,0.2050188,-0.41830027,0.057209343,-0.1155752,-0.09713987,-0.29771924,-0.17699388,0.21271838,0.3050057,-0.3956685,0.10723412,-0.1452737,-0.15275042,0.17849234,-0.26733634,-0.11965809,0.06778342,0.3501137,-0.29396635,0.091382384,0.1465169,0.108784236,-0.0057380768,-0.17189069,0.2944406,-0.14420605,0.016243584,0.23695303"
198,"-0.119467475,0.19217643,0.20517054,-0.41212362,0.058730762,-0.11531458,-0.098319314,-0.2946526,-0.1762992,0.21199287,0.30502617,-0.3944856,0.10812999,-0.14535876,-0.15291132,0.17858544,-0.2625481,-0.12036201,0.06808677,0.34910414,-0.29076576,0.09138604,0.14887935,0.1103991,-0.014726186,-0.17150536,0.29321042,-0.14407994,0.017857077,0.23540309"
199,"3.0601946e-06,4.8291616e-07,3.8605235e-06,3.943946e-05,-8.1243425e-06,-7.4741156e-06,-4.96672e-06,2.439159e-06,2.9868497e-06,3.053998e-06,-1.1313157e-06,-1.5590701e-06,1.8698408e-06,9.53115e-07,9.522192e-06,-4.4573953e-06,5.1388183e-06,-1.705362e-06,-1.7994887e-06,-1.8281146e-06,5.9561257e-06,1.1132437e-06,7.48234e-06,4.4335247e-06,6.966856e-07,-2.3891216e-06,-2.0511575e-06,-4.900922e-07,1.9724528e-07,2.2680758e-06"
200,"-4.9841134e-08,-5.806755e-09,-1.9243629e-08,1.3193218e-08,-2.837783e-09,-1.2952444e-07,-1.8119722e-07,-1.4969356e-08,2.8064273e-08,-8.7632685e-08,-7.792235e-08,1.1203027e-07,3.7232013e-08,1.5293825e-06,1.4445467e-07,8.479436e-08,3.3494548e-08,-9.028532e-08,1.1039668e-07,-6.0525785e-08,-1.7447208e-07,-2.6176568e-07,-1.5606645e-08,2.721642e-07,1.2553316e-07,1.16559185e-07,-9.989438e-08,-1.1247957e-08,8.637769e-08,1.3308161e-07"
201,"0.17496143,-0.32773387,0.12540348,-0.15546408,-0.2828108,-0.12937887,-0.21484002,0.13045847,-0.101556756,0.10065869,0.13737647,0.33187622,-0.10980417,0.32594863,-0.27087787,-0.32876366,-0.079619154,-0.043695346,0.0009496449,-0.1846353,-0.05765128,0.15298158,0.23650451,0.31953275,-0.2637726,0.27847207,0.18061812,-0.1626771,-0.16565146,0.28745714"
202,"0.1774928,-0.32694405,0.12742859,-0.15524718,-0.2816516,-0.12508026,-0.21597031,0.12887494,-0.10047878,0.10114555,0.13653997,0.33329904,-0.111173816,0.32596415,-0.27302885,-0.32883266,-0.08561577,-0.04312833,0.0020568985,-0.18492605,-0.057872772,0.15382369,0.23524524,0.31911352,-0.26433274,0.2769084,0.18085322,-0.16323553,-0.16553186,0.28746834"
203,"0.18736362,-0.32660106,0.12734488,-0.15482171,-0.28173685,-0.12773517,-0.21572986,0.12600292,-0.100748666,0.1017356,0.13683711,0.33145684,-0.11459764,0.32616583,-0.27061445,-0.32865688,-0.07865911,-0.04327405,0.0017542132,-0.18425032,-0.05612891,0.15430862,0.23653364,0.3195215,-0.26025856,0.27760118,0.18027441,-0.16295235,-0.16536173,0.2961334"
