,words
10595,"-0.24016018211841583,-0.3062346279621124,0.16039347648620605,0.5735908150672913,-0.12362374365329742,1.3481718301773071,-0.17385338246822357,-2.3678321838378906,1.3972619771957397,-0.2677137553691864"
10596,"-2.140237331390381,-0.0029060840606689453,0.8606821298599243,0.5864812135696411,0.26652488112449646,0.8116751909255981,0.49496182799339294,-1.7154251337051392,0.23788389563560486,0.6003590822219849"
10597,"-0.5239449739456177,-1.3619780540466309,0.4775443375110626,0.25802427530288696,0.27627772092819214,0.7658880949020386,1.0338695049285889,-1.7705073356628418,1.5069479942321777,-0.6621212959289551"
10598,"0.4001424014568329,-1.3879954814910889,-0.1149197593331337,-0.25044628977775574,1.5120733976364136,0.8909597396850586,0.20785105228424072,-1.783726453781128,1.0978752374649048,-0.5718133449554443"
10599,"-0.26997140049934387,-1.1144514083862305,-0.9088948369026184,0.6608229875564575,1.5526537895202637,1.8307682275772095,0.24511897563934326,-0.9480822086334229,-0.24852947890758514,-0.7994349002838135"
10600,"-1.10779869556427,0.9556504487991333,-1.28342604637146,0.3392701745033264,-0.8631361126899719,0.5822116136550903,0.7745110988616943,-0.8903833031654358,1.8658918142318726,-0.3727908730506897"
10601,"-2.2016947269439697,0.2432640939950943,0.0797964483499527,-1.1943339109420776,0.7424423694610596,1.134018898010254,0.9119312167167664,0.4939577579498291,0.49767953157424927,-0.7070618271827698"
10602,"0.9840176105499268,-0.07290324568748474,-0.8532994985580444,0.22143703699111938,1.3725563287734985,0.9351170063018799,-1.4968115091323853,-0.46929311752319336,0.8806827068328857,-1.501503348350525"
10603,"-0.2166159451007843,-1.562903642654419,-1.124588131904602,1.458428144454956,0.4849046766757965,1.1252660751342773,-0.5396091938018799,-0.1658196598291397,1.3078349828720093,-0.7668975591659546"
10604,"-0.9632371664047241,-1.1299505233764648,0.295158714056015,1.1063544750213623,0.5018113851547241,1.0368682146072388,1.2522859573364258,-1.5794227123260498,0.4326249063014984,-0.9524929523468018"
10605,"-2.340996742248535,0.21463468670845032,-0.14374810457229614,-0.14381280541419983,1.4460614919662476,0.7892893552780151,0.406358003616333,0.2219562530517578,0.6125715970993042,-1.0623136758804321"
10606,"0.5324726104736328,0.9497941136360168,-1.4823616743087769,-1.4599227905273438,-0.47790729999542236,0.1012643426656723,1.9778281450271606,0.015900462865829468,0.322978138923645,-0.4800461530685425"
10607,"-1.9334518909454346,0.5772027373313904,-0.7116286158561707,-0.8261317610740662,-0.5370117425918579,-0.04767850786447525,0.8679733872413635,0.3600974678993225,1.8440725803375244,0.4065566062927246"
10608,"-0.54436194896698,-0.6289899349212646,0.20581990480422974,0.05299502611160278,1.7274976968765259,1.3764879703521729,0.147720068693161,-1.9105900526046753,0.3437707722187042,-0.7703497409820557"
10609,"-1.2835441827774048,-1.29701828956604,-0.9855179190635681,-0.3555998206138611,1.7494544982910156,0.5646012425422668,1.215358018875122,-0.4573344886302948,0.6949209570884705,0.1546802669763565"
10610,"-0.2231214940547943,-0.7147130966186523,-0.18703913688659668,-1.8307089805603027,0.6714913845062256,1.0016528367996216,0.5260069966316223,0.12939828634262085,1.7467988729476929,-1.1197655200958252"
10611,"-1.69283127784729,1.3340516090393066,-1.3708821535110474,0.3546799421310425,-1.025832176208496,0.5802234411239624,0.3356460630893707,-0.3062584400177002,1.1692438125610352,0.6219595074653625"
10612,"-1.5699933767318726,0.19098268449306488,-0.4430534541606903,-1.7158305644989014,0.44397711753845215,0.8365429639816284,1.402795433998108,-0.6079795956611633,0.566635012626648,0.8959238529205322"
10613,"-1.1093775033950806,0.44455039501190186,-1.3241652250289917,-0.79149329662323,0.03250913321971893,0.6376681327819824,0.5581332445144653,0.41847991943359375,2.0924229621887207,-0.9587277173995972"
10614,"-0.6135546565055847,-0.13535095751285553,1.2394081354141235,-1.025038242340088,2.013505697250366,0.5153968930244446,0.3345257043838501,-0.20746293663978577,-0.6777982711791992,-1.4436311721801758"
10615,"0.5360560417175293,0.8641980886459351,-0.5657293796539307,0.08104828000068665,-1.085008144378662,0.4814731478691101,0.411554217338562,-1.7883349657058716,1.816048502922058,-0.7513056397438049"
10616,"-1.208023190498352,-0.012943774461746216,-0.37906378507614136,-0.15959203243255615,0.6028237342834473,1.3637704849243164,0.16933810710906982,-2.1374120712280273,0.878065288066864,0.8830373883247375"
10617,"-0.3686583340167999,-0.5548464059829712,-0.756717324256897,0.48216089606285095,2.3829920291900635,-1.0638618469238281,1.0203429460525513,-0.8494269847869873,0.1141563355922699,-0.4061416983604431"
10618,"-1.6897170543670654,-0.07430017739534378,-1.428566336631775,-0.18225577473640442,1.3457309007644653,1.4159655570983887,0.5862777829170227,0.5137602090835571,0.2679508924484253,-0.7548462748527527"
10619,"1.1534255743026733,1.0444077253341675,-0.7777009010314941,1.1721513271331787,-0.38392049074172974,-0.2919413447380066,0.48881393671035767,-0.08855899423360825,-0.05447007715702057,-2.262206554412842"
10620,"-1.0609540939331055,-0.8541841506958008,-0.43949443101882935,0.6697256565093994,0.7008840441703796,1.2843036651611328,0.9936416149139404,-1.8100457191467285,0.9528605937957764,-0.4367371201515198"
10621,"0.012417197227478027,0.3873804211616516,0.004004627466201782,0.25672096014022827,0.03552895784378052,0.6748978495597839,0.39593982696533203,-2.869107246398926,0.9579285979270935,0.14428859949111938"
10622,"-0.5275191068649292,-0.18900343775749207,0.8487419486045837,1.6942150592803955,-0.5427881479263306,0.39496248960494995,0.8363009095191956,-1.9095196723937988,0.444169819355011,-1.0495598316192627"
10623,"-1.2523387670516968,-0.20316331088542938,-0.16353848576545715,1.6136822700500488,0.3932700455188751,1.0386258363723755,-0.45846161246299744,-1.598870038986206,1.198747158050537,-0.5679529905319214"
10624,"-1.7270774841308594,-0.9318234920501709,-0.3678738474845886,0.489899605512619,1.535064458847046,1.0652730464935303,1.253727912902832,-0.7353956699371338,-0.27716493606567383,-0.30462995171546936"
10625,"-0.6240590810775757,-0.6633797883987427,1.0621047019958496,1.3572916984558105,0.20746850967407227,1.6332952976226807,-0.7645636200904846,-1.6575977802276611,-0.22229506075382233,-0.32826468348503113"
10626,"-1.1135200262069702,0.07720035314559937,0.03699818253517151,-0.026933401823043823,1.3372035026550293,2.068199396133423,-0.7418836355209351,-1.417372703552246,0.11677941679954529,-0.3366714417934418"
10627,"-1.0095643997192383,-0.6363630294799805,-0.30735644698143005,0.5195759534835815,1.3888128995895386,1.1956897974014282,0.9780061841011047,-1.717187523841858,0.45103615522384644,-0.8626498579978943"
10628,"-0.5520026087760925,-0.7389770150184631,0.523094117641449,1.2033436298370361,1.7613085508346558,0.4311964213848114,-0.08817745000123978,-1.9840222597122192,-0.1351442188024521,-0.42061910033226013"
10629,"0.38261863589286804,-0.6078663468360901,-0.9924248456954956,-0.5426164269447327,1.6139951944351196,0.801648736000061,0.4223856031894684,-2.050954818725586,0.708707332611084,0.2645072638988495"
10630,"-0.7651898264884949,-1.0475125312805176,-0.7041982412338257,0.6873910427093506,1.4094094038009644,1.1834498643875122,0.9132707118988037,-1.7558627128601074,-0.10432353615760803,0.18356578052043915"
10631,"-0.5474441647529602,-1.4587057828903198,-0.21707504987716675,0.9179444313049316,0.5603422522544861,1.2161928415298462,1.577687382698059,-1.3433915376663208,0.06365610659122467,-0.7692062258720398"
10632,"-1.379561424255371,-0.3177087604999542,-0.2289661169052124,-0.08915334939956665,0.6662818193435669,1.9713325500488281,0.3933720886707306,-1.6806635856628418,0.7824002504348755,-0.11733278632164001"
10633,"-1.2132612466812134,-0.41461727023124695,-0.0962054580450058,-0.21569056808948517,2.0756309032440186,1.1124686002731323,0.2620933949947357,-1.2462867498397827,0.6087331175804138,-0.8728646039962769"
10634,"0.3876816928386688,-1.3170524835586548,0.30138280987739563,-0.21582791209220886,0.24849095940589905,0.8725429773330688,0.30272558331489563,-2.2717771530151367,1.3310710191726685,0.3607625663280487"
10635,"-1.129831314086914,-0.15493229031562805,-0.8569129705429077,0.06117698550224304,1.165533423423767,1.2250529527664185,0.02075439691543579,-1.9336830377578735,0.9989084005355835,0.6039333343505859"
10636,"0.41022616624832153,-0.25723206996917725,-0.7315417528152466,-0.3600766956806183,0.28566718101501465,2.049576759338379,-0.3239893913269043,-1.8389337062835693,1.103569746017456,-0.33726608753204346"
10637,"-0.15173351764678955,-1.2018555402755737,0.5267610549926758,1.1038973331451416,-0.2007586508989334,1.0496565103530884,-0.5515421628952026,-1.8860037326812744,1.4216152429580688,-0.11003664135932922"
10638,"-0.2444780468940735,-0.9926241040229797,-0.555441677570343,-0.16469644010066986,2.081153631210327,0.9464930295944214,0.6929990649223328,-1.4944840669631958,0.43222442269325256,-0.701145589351654"
10639,"-0.9688064455986023,-1.2532737255096436,-0.16916300356388092,0.5007821321487427,1.3818602561950684,0.9056170582771301,-0.39545977115631104,-1.6517298221588135,1.1681733131408691,0.4819997549057007"
10640,"-0.5900760889053345,-0.8407810926437378,0.2892496585845947,0.0679788589477539,0.42609745264053345,1.6402279138565063,-0.3455545902252197,-1.9930657148361206,1.3755005598068237,-0.02957683801651001"
10641,"-1.6139123439788818,-1.230994701385498,-0.4809318780899048,0.9872890710830688,0.962244987487793,1.10769522190094,0.6250542402267456,-0.8136041164398193,1.054342269897461,-0.5971830487251282"
10642,"-0.3591274917125702,-0.9941823482513428,0.1441146433353424,0.5965707898139954,0.9251933693885803,1.7720282077789307,0.5643100738525391,-1.918332815170288,-0.015681743621826172,-0.714893102645874"
10643,"-1.1859887838363647,-4.583597183227539e-05,0.48252204060554504,1.3144069910049438,-0.3055301904678345,1.2967396974563599,0.6387711763381958,-1.9142409563064575,0.4417667090892792,-0.7684007883071899"
10644,"-0.7479812502861023,-2.048091411590576,-0.16276895999908447,-0.16792422533035278,0.8920131921768188,1.2396072149276733,-0.22312459349632263,-0.8306651711463928,0.9247329235076904,1.1242022514343262"
10645,"-1.9999489784240723,0.0159885436296463,-0.6131353974342346,1.2071971893310547,0.26344284415245056,1.1763033866882324,0.2569868862628937,-1.236943244934082,-0.12011899054050446,1.0502281188964844"
10646,"-1.182934284210205,-0.214630126953125,-0.5865715742111206,-0.07945950329303741,1.2647264003753662,1.3235905170440674,-0.5902169942855835,-1.7093274593353271,0.9488418698310852,0.8259813189506531"
10647,"-0.5716269612312317,-0.835263729095459,0.04383769631385803,-0.45207369327545166,0.7412506341934204,1.2995896339416504,0.6234447956085205,-2.1079952716827393,1.3025152683258057,-0.043678849935531616"
10648,"-1.1864651441574097,-0.08064405620098114,-0.1504407376050949,0.21511036157608032,0.6301755309104919,1.3192217350006104,0.5678794980049133,-2.293450355529785,0.8880885243415833,0.09052473306655884"
10649,"-1.4259939193725586,-0.385997474193573,0.9998176097869873,-0.745419979095459,0.9358711242675781,1.497955083847046,-0.06408201158046722,-1.6179170608520508,0.08981591463088989,0.7159508466720581"
10650,"-0.8789139986038208,-0.46054136753082275,-0.7462961077690125,1.1312367916107178,1.548325777053833,1.4771053791046143,-0.10507605969905853,-1.4715094566345215,-0.6350541710853577,0.1407230794429779"
10651,"-1.2381103038787842,0.6505897045135498,0.7363121509552002,1.1189782619476318,-0.25723183155059814,0.9615836143493652,0.8918265104293823,-2.0152039527893066,-0.569304347038269,-0.2794397473335266"
10652,"-1.0626804828643799,-1.4789586067199707,-0.3659573793411255,0.9726341366767883,1.0417894124984741,1.0842269659042358,0.9556829333305359,-1.2776072025299072,0.6932505369186401,-0.5623801946640015"
10653,"-0.788718044757843,-0.9455845355987549,-0.4824068546295166,0.48898956179618835,1.0010939836502075,1.0579348802566528,1.5966717004776,-1.8210339546203613,-0.15137889981269836,0.04443228244781494"
10654,"0.4138457179069519,-0.8676223158836365,-0.14347544312477112,0.9102263450622559,-0.2308681458234787,2.153189182281494,-0.07424434274435043,-1.8487939834594727,0.02401489019393921,-0.3362719416618347"
10655,"-1.4298293590545654,-0.4240821599960327,0.3569854199886322,0.506054162979126,0.9638466835021973,0.9788649082183838,0.10857966542243958,-1.8282265663146973,1.3472250699996948,-0.5794176459312439"
10656,"0.9020995497703552,-1.184178113937378,0.6627457141876221,0.789287269115448,0.08587370812892914,0.8522946238517761,-0.4817320704460144,-2.3151767253875732,0.06286861002445221,0.6259180307388306"
10657,"-0.8087239265441895,-1.2907432317733765,0.713168203830719,1.4837843179702759,-0.7322367429733276,1.2830684185028076,0.6378830671310425,-1.3994061946868896,0.5124218463897705,-0.39921560883522034"
10658,"-0.8096807599067688,-0.41944825649261475,-0.08466053009033203,0.14924383163452148,-0.05836528539657593,1.1614155769348145,0.41964447498321533,-2.0543017387390137,1.8359880447387695,-0.1398351639509201"
10659,"0.06257602572441101,0.5382558107376099,0.0607912540435791,0.3665810525417328,0.6683562994003296,0.04906544089317322,0.9699691534042358,-2.5316126346588135,0.8440152406692505,-1.0279972553253174"
10660,"-1.0126489400863647,0.4249681830406189,0.117018923163414,0.47060930728912354,-0.7763951420783997,0.6981201171875,0.8489019870758057,-2.339447498321533,0.9330642223358154,0.6358088850975037"
10661,"-0.6986762881278992,-1.091220736503601,-0.23603427410125732,0.5765042304992676,-0.3198949694633484,1.7847211360931396,0.8477627038955688,-1.7056323289871216,0.9968156814575195,-0.15434515476226807"
10662,"-1.1103546619415283,-0.8770046234130859,-0.02592793107032776,0.6795024275779724,1.2006757259368896,0.7343255877494812,0.997653067111969,-1.8807475566864014,-0.5599027872085571,0.8417811989784241"
10663,"-1.053085446357727,-0.9073450565338135,-0.4298382103443146,-0.253526508808136,1.0184496641159058,2.3060500621795654,0.34540048241615295,-1.154311180114746,0.022219717502593994,0.10598614811897278"
10664,"-1.2367876768112183,0.47445401549339294,-0.5719085335731506,1.0341644287109375,-0.790380597114563,1.462698221206665,0.533313512802124,-1.8351752758026123,0.4647715389728546,0.46485039591789246"
10665,"-0.13720554113388062,0.4510467052459717,0.6958428621292114,0.9485390186309814,-0.10155899822711945,-0.39010927081108093,1.1313968896865845,-2.4168777465820312,0.6488731503486633,-0.8299469947814941"
10666,"-0.7591775059700012,-1.0851690769195557,0.2603479027748108,1.0970724821090698,0.5706834197044373,0.995343804359436,0.6723677515983582,-2.184575080871582,-0.19575051963329315,0.6288565993309021"
10667,"-0.43897247314453125,-0.6992077827453613,0.6152541637420654,0.22190368175506592,1.8121341466903687,1.087533712387085,-0.3988114893436432,-2.0012779235839844,0.24719315767288208,-0.445749968290329"
10668,"0.07836659997701645,-0.9912420511245728,0.2194415032863617,0.8656396269798279,-0.8475769758224487,0.7729396224021912,1.5828970670700073,-1.9796561002731323,0.6124779582023621,-0.3132873475551605"
10669,"-1.4541574716567993,-1.8738346099853516,0.5502550601959229,0.3440035283565521,-0.06986021995544434,1.1289982795715332,0.7564390897750854,-0.9185726642608643,0.9641732573509216,0.5725561380386353"
10670,"-1.425925374031067,-1.5109970569610596,0.21108485758304596,1.1172583103179932,0.7754051685333252,1.0586837530136108,0.13228292763233185,-1.361057996749878,0.11731259524822235,0.8859528303146362"
10671,"-0.923243522644043,0.8171539306640625,-0.53127521276474,0.20528635382652283,0.05861106514930725,1.4676207304000854,0.6036365032196045,-2.3266539573669434,0.20809921622276306,0.42076513171195984"
10672,"0.08362171053886414,-0.8808138966560364,0.5171579122543335,0.19183236360549927,-0.8584232330322266,0.6209723353385925,0.13970232009887695,-1.7239933013916016,2.1745495796203613,-0.26460567116737366"
10673,"-0.476837694644928,0.09555961191654205,0.04119342565536499,1.0063326358795166,-0.2642422914505005,1.3200199604034424,0.7750465273857117,-2.231621503829956,-0.9453262686729431,0.6798753142356873"
10674,"-1.5159140825271606,-0.2075815200805664,-1.0106641054153442,0.46228277683258057,1.0566236972808838,1.5987560749053955,0.661183774471283,-1.3203907012939453,0.6538854837417603,-0.3781817555427551"
10675,"-1.0697708129882812,0.19752152264118195,-0.4138453006744385,0.2204437106847763,2.505382776260376,0.2712319493293762,-0.29522937536239624,-1.3897788524627686,0.32402312755584717,-0.34997886419296265"
10676,"-0.707351803779602,0.1105838418006897,0.23362624645233154,-0.23405975103378296,-0.16394084692001343,0.6502395272254944,-0.028197944164276123,-2.146929979324341,2.066387414932251,0.21964311599731445"
10677,"0.7049438953399658,-1.1728178262710571,-0.9143550395965576,0.49068236351013184,-0.24398639798164368,1.2972331047058105,0.1302170604467392,-1.7032649517059326,1.5406169891357422,-0.12926936149597168"
10678,"-0.763676643371582,-1.7933965921401978,0.1457090824842453,0.9631949067115784,0.6301688551902771,1.0658161640167236,0.4743712544441223,-1.273746132850647,1.202824592590332,-0.6512652039527893"
10679,"-0.49562305212020874,-0.5526101589202881,-0.955040693283081,-0.057602137327194214,1.6769922971725464,1.290513277053833,-0.34415924549102783,-1.6569775342941284,1.0916414260864258,0.002865701913833618"
10680,"-0.6277745366096497,-1.0631023645401,-0.19660630822181702,0.8794872164726257,1.5581884384155273,1.1835931539535522,0.7017757892608643,-1.6832020282745361,-0.040063709020614624,-0.7122955918312073"
10681,"-1.3292628526687622,-0.29437577724456787,-0.43126600980758667,0.06387727707624435,1.4529635906219482,2.1406784057617188,-0.35776445269584656,-1.0514228343963623,-0.16891402006149292,-0.024512968957424164"
10682,"-1.5911825895309448,-0.8156835436820984,0.9059643149375916,1.3075863122940063,-0.28636109828948975,1.1545324325561523,-0.6966187953948975,-1.2498747110366821,0.6603140234947205,0.6113235354423523"
10683,"-1.199967622756958,-0.5930336713790894,0.2405470311641693,1.1984106302261353,0.9090818166732788,1.4456684589385986,0.17788249254226685,-1.761854648590088,0.3279224932193756,-0.7446569204330444"
10684,"-0.8994272947311401,-0.17237132787704468,-0.34515145421028137,-0.34967175126075745,0.8728429079055786,1.1458584070205688,0.4951939880847931,-1.8888471126556396,1.661756992340088,-0.5201836824417114"
10685,"-1.5099890232086182,-0.09083730727434158,0.32187387347221375,0.2368282675743103,-0.5165677070617676,1.4268821477890015,1.704696536064148,-1.3067233562469482,0.41468966007232666,-0.6808530688285828"
10686,"-1.499310851097107,-0.10975629091262817,-0.6273688077926636,0.928581714630127,0.8674434423446655,0.5795207619667053,1.1572091579437256,-1.7541065216064453,0.8903090953826904,-0.432521253824234"
10687,"-0.8918676972389221,-1.451208472251892,-0.060923993587493896,0.35679519176483154,1.3462097644805908,1.2502259016036987,-0.3218638002872467,-1.3973736763000488,1.2374683618545532,-0.06746169924736023"
10688,"-0.6670375466346741,-0.16407930850982666,-0.8060430288314819,0.9983578324317932,1.5143593549728394,1.224829077720642,-0.07339116930961609,-1.8686130046844482,0.45862632989883423,-0.6170085072517395"
10689,"-0.3807930648326874,-0.9056521654129028,0.13817620277404785,0.18015769124031067,-1.277026653289795,0.8218568563461304,1.4804762601852417,-0.7952037453651428,1.7069865465164185,-0.9689778089523315"
10690,"-0.4817019999027252,-0.9563401937484741,-0.5602593421936035,0.1966770589351654,1.723465919494629,1.0525829792022705,0.047004714608192444,-1.469329833984375,1.2634272575378418,-0.81552654504776"
10691,"-0.11992251127958298,0.0035478323698043823,-0.9626907110214233,0.06366828083992004,1.1201742887496948,1.3708409070968628,0.3588661253452301,-2.368286609649658,0.1243523359298706,0.4094497263431549"
10692,"-0.9384684562683105,-0.7549511194229126,-0.10079486668109894,0.4178139865398407,1.3767998218536377,0.8929845094680786,0.06809455156326294,-2.210542678833008,0.6362967491149902,0.6127676963806152"
10693,"-0.3927592933177948,-1.0532444715499878,0.03715597838163376,0.3537711203098297,-0.34373071789741516,0.6706591248512268,1.7751001119613647,-1.926578402519226,1.0692147016525269,-0.1895882934331894"
10694,"-1.6641143560409546,-0.5385898351669312,0.0298633873462677,0.8672295808792114,1.0437723398208618,0.6238372325897217,1.3333841562271118,-1.5340584516525269,-0.612013578414917,0.4506891667842865"
10695,"-0.9728778600692749,0.43628552556037903,0.013583570718765259,0.2853969633579254,0.8840956687927246,1.2243213653564453,-0.12285064160823822,-2.199399709701538,-0.6536208987236023,1.1050660610198975"
10696,"-1.110921025276184,-0.8199675679206848,-0.8494515419006348,0.8187273740768433,0.05311328172683716,1.037840485572815,1.5310118198394775,-1.4415274858474731,1.059342861175537,-0.2781679630279541"
10697,"-1.0823997259140015,-0.8004663586616516,-0.5486689209938049,1.4011945724487305,-0.030523523688316345,0.6446287631988525,1.5554940700531006,-1.6720726490020752,0.539668619632721,-0.006855204701423645"
10698,"0.264557808637619,-0.3362818658351898,0.04622304439544678,-0.18744783103466034,-0.7818938493728638,0.7638673782348633,-0.4215528070926666,-1.9384170770645142,2.099550724029541,0.4913942515850067"
10699,"-0.6513718366622925,0.6441376805305481,0.1757904291152954,-0.03600027412176132,1.2215954065322876,1.2998511791229248,0.1293817162513733,-2.128689765930176,0.44214126467704773,-1.096835970878601"
10700,"-0.7543871998786926,-1.2249375581741333,-1.3149806261062622,0.39744341373443604,1.4448721408843994,-0.10211695730686188,1.2403723001480103,-0.6144351363182068,1.3580443859100342,-0.4298747479915619"
10701,"-1.2923271656036377,-0.24281549453735352,0.37918928265571594,-0.6869309544563293,1.7784699201583862,-0.6324098110198975,1.6545120477676392,0.23936563730239868,-1.1375460624694824,-0.05950763076543808"
10702,"-0.14603981375694275,0.755094051361084,-1.198799729347229,-0.6344425678253174,1.8566911220550537,-1.0857187509536743,0.9700571298599243,-0.9065403342247009,0.9377892017364502,-0.5480901002883911"
10703,"-0.9072539210319519,-0.9259618520736694,-0.3802775740623474,0.11619184911251068,1.5760787725448608,1.3590850830078125,-0.09418308734893799,-0.6576956510543823,1.2579703330993652,-1.3439537286758423"
10704,"-0.9797564744949341,0.9836037158966064,-1.3992633819580078,0.8398159742355347,-0.5785032510757446,0.025517195463180542,1.7036865949630737,-0.7392004728317261,0.9705442190170288,-0.8264442682266235"
10705,"0.2115815430879593,-0.18226894736289978,-0.25628018379211426,0.7895737886428833,-0.5592532157897949,1.3935930728912354,-0.04939667880535126,-1.0746147632598877,1.5640404224395752,-1.8369749784469604"
10706,"-0.528010368347168,-0.11406643688678741,-0.5076625347137451,0.22033366560935974,0.48358258605003357,1.5210118293762207,0.37008777260780334,-0.9603101015090942,1.4424121379852295,-1.9273782968521118"
10707,"-0.001852378249168396,1.6239840984344482,0.3137437105178833,-0.6500322818756104,0.6275357007980347,-0.8101606369018555,-0.5087172389030457,-0.6500328779220581,1.6259801387786865,-1.5704480409622192"
10708,"0.06502719223499298,0.46890491247177124,-1.7284393310546875,1.3453621864318848,1.1604959964752197,-0.1326509416103363,0.3967221975326538,-0.528300404548645,0.623008131980896,-1.6701297760009766"
10709,"-0.6699025630950928,-0.7945535182952881,0.6367512941360474,-0.3781471848487854,1.0177881717681885,0.7788764834403992,0.7703999876976013,-0.47898024320602417,1.2197175025939941,-2.101949691772461"
10710,"-0.9622396230697632,0.01245436817407608,-1.5177136659622192,1.6676336526870728,0.3338654637336731,0.2589902877807617,-0.10615362226963043,1.1095832586288452,0.6627428531646729,-1.4591630697250366"
10711,"-1.6558713912963867,-0.5226096510887146,0.6399983167648315,-0.25141221284866333,1.5094611644744873,0.17537643015384674,0.8420313000679016,0.1600387543439865,0.7896134257316589,-1.6866258382797241"
10712,"-2.5557308197021484,0.5523463487625122,0.3732896149158478,-0.8769267201423645,0.8399161696434021,0.061716534197330475,0.6359303593635559,-0.40693342685699463,0.8069657683372498,0.5694265365600586"
10713,"-0.3476482629776001,-0.7121961116790771,-1.3769490718841553,0.364486426115036,1.5150384902954102,0.5611572265625,0.5316052436828613,-0.2598254084587097,1.3360450267791748,-1.6117137670516968"
10714,"-0.36918550729751587,-0.8967450261116028,-0.3381096124649048,-1.142926812171936,2.0881454944610596,1.2518855333328247,0.6545892357826233,-0.4742310643196106,0.2292466163635254,-1.0026687383651733"
10715,"-0.9640198349952698,-0.15485906600952148,-1.318888783454895,0.6925720572471619,1.8467355966567993,0.1570674628019333,0.5441864728927612,-0.46507027745246887,1.0191823244094849,-1.3569059371948242"
10716,"-1.2766876220703125,0.06196103245019913,-0.08551578968763351,-0.6442182064056396,1.4581162929534912,-0.7210374474525452,2.042965888977051,0.48912230134010315,-0.7231945991516113,-0.6015120148658752"
10717,"0.11234299838542938,-0.7122765779495239,0.9905323386192322,1.1014877557754517,0.682840883731842,1.0700721740722656,0.6971952319145203,-1.2431576251983643,-1.3382197618484497,-1.3608182668685913"
10718,"-0.7370765209197998,-0.3849709630012512,-1.178324580192566,0.36443984508514404,1.0200798511505127,0.9929035305976868,0.8069157004356384,-2.0064315795898438,1.037595510482788,0.08486971259117126"
10719,"-1.5938273668289185,-0.4952901303768158,0.28591132164001465,-0.19501399993896484,2.143465518951416,1.1732617616653442,0.20304089784622192,-0.677351713180542,-0.056597620248794556,-0.7875988483428955"
10720,"-0.7054133415222168,0.40264883637428284,0.4427848756313324,0.13566935062408447,1.4830344915390015,-1.3898085355758667,1.2418006658554077,-1.218967318534851,0.7762472629547119,-1.1679965257644653"
10721,"-1.8600691556930542,0.354909747838974,-0.173914834856987,-0.6815536022186279,0.9817023277282715,1.6419228315353394,0.5361648797988892,0.06485113501548767,0.46094009280204773,-1.3249539136886597"
10722,"-0.7252255082130432,-0.7653781771659851,-0.589260995388031,-0.7233359217643738,1.3429858684539795,1.0522342920303345,0.1972275823354721,0.10931561887264252,1.6398847103118896,-1.5384477376937866"
10723,"1.9294553995132446,-0.11438576877117157,0.1496151089668274,-0.4728659391403198,0.8159528374671936,0.22691792249679565,-0.34144073724746704,-1.2292290925979614,0.7845838069915771,-1.7486032247543335"
10724,"-0.6216175556182861,2.0793631076812744,-0.36589324474334717,-0.7529018521308899,0.9885609149932861,0.44650137424468994,-0.569506824016571,-1.5834912061691284,0.6938592791557312,-0.3148740828037262"
10725,"-0.7361984252929688,1.1251201629638672,-1.890818476676941,0.10932032763957977,1.4941530227661133,-0.5364952087402344,0.8973112106323242,-1.0515278577804565,0.3026190400123596,0.2865161895751953"
10726,"-2.1496288776397705,-0.6485272645950317,0.11040380597114563,-0.5271815061569214,1.589801549911499,0.25517868995666504,0.23952282965183258,1.3078962564468384,0.2933887243270874,-0.4708542227745056"
10727,"-0.7813698053359985,-0.07009973376989365,1.4276533126831055,0.32356879115104675,-0.2513079047203064,-0.4060609042644501,0.5807061195373535,0.9209632873535156,0.5955027341842651,-2.3395559787750244"
10728,"-0.22066666185855865,-0.17004382610321045,-1.5441395044326782,-0.503880500793457,2.210974931716919,-0.032263487577438354,0.11900293827056885,0.06375187635421753,1.1279869079589844,-1.0507229566574097"
10729,"-1.7052499055862427,0.22415071725845337,-1.8384432792663574,0.2554970681667328,1.0645172595977783,-0.43453049659729004,1.0549014806747437,-0.10239928960800171,0.576743483543396,0.9048128128051758"
10730,"0.772888720035553,-0.9037629961967468,-2.2055752277374268,1.808363914489746,0.41249150037765503,0.010292619466781616,0.33930981159210205,0.1885940432548523,-0.3539994955062866,-0.06860287487506866"
10731,"-0.017042718827724457,-0.18063434958457947,-1.8542253971099854,1.6527339220046997,0.6453208923339844,0.8461697101593018,0.9027343988418579,-1.1994227170944214,-0.18024376034736633,-0.6153901815414429"
10732,"-1.2876118421554565,0.1001197099685669,-0.5633806586265564,-0.174977108836174,0.651387095451355,1.0630403757095337,1.8551406860351562,-1.2798023223876953,0.6192477941513062,-0.9831637144088745"
10733,"-1.2541383504867554,0.6675525903701782,-0.4897997975349426,0.15964967012405396,1.2804709672927856,0.4260708689689636,0.29514840245246887,-0.9657776951789856,1.5005345344543457,-1.6197112798690796"
10734,"1.419837236404419,-0.7206543684005737,0.10979428887367249,0.2042481005191803,0.8239487409591675,1.1606792211532593,-1.358067512512207,-0.9146039485931396,0.7421653270721436,-1.467347264289856"
10735,"0.6615790128707886,0.8578400611877441,-0.20191285014152527,0.9142864942550659,0.38704439997673035,-0.4993616044521332,0.01570594310760498,-0.5963950157165527,0.9641789197921753,-2.5029656887054443"
