,words
1403,"-0.5221782326698303,-0.19451376795768738,1.5306751728057861,1.5209109783172607,0.9454283118247986,-0.014686334878206253,0.5087459087371826,-0.39600810408592224,-0.8808095455169678,-0.8120062947273254,0.8524247407913208,0.4184877574443817,-0.5779158473014832,1.3547831773757935,1.1521286964416504,0.6053984761238098,1.2845792770385742,-0.2536298632621765,0.04500996321439743,0.3540136218070984,-2.344985246658325,-1.9000440835952759,1.09604012966156,-0.30584803223609924,-0.3880671262741089,-0.6192757487297058,-2.1633405685424805,0.051668599247932434,-0.1858028918504715,-0.1611824333667755"
1404,"-1.463276743888855,-0.38508063554763794,0.03355121612548828,-0.9564167261123657,-0.45474496483802795,2.358228921890259,0.5109979510307312,0.33529162406921387,-1.8098105192184448,-0.6545540690422058,-0.5094173550605774,0.29374536871910095,-0.37242433428764343,1.8576370477676392,1.4593666791915894,0.5331895351409912,0.8833131790161133,-2.016541004180908,0.2660592198371887,0.9790414571762085,-1.2929004430770874,-0.7802533507347107,0.9081041812896729,-0.5608980655670166,-0.10612686723470688,-0.4197075664997101,0.504483699798584,0.8458894491195679,0.2772154211997986,-0.2639617323875427"
1405,"-0.10675176233053207,-0.7984841465950012,-0.36060068011283875,-0.17322584986686707,-0.32529789209365845,-1.114762306213379,1.9997373819351196,-1.0318655967712402,-0.7173659801483154,-0.6115811467170715,-2.21994686126709,-0.5228858590126038,-0.46522873640060425,2.114372968673706,1.8502178192138672,-1.0481072664260864,0.23289711773395538,-0.4904915392398834,0.431434690952301,0.3270386755466461,-1.5266509056091309,-0.14869968593120575,0.6077303290367126,1.4498671293258667,-0.05678030103445053,0.4682562053203583,0.01274907123297453,0.3818160891532898,0.9465628266334534,0.8960464000701904"
1406,"-0.32602807879447937,-0.7846134305000305,-1.5866360664367676,0.32532423734664917,0.8279883861541748,-0.8958445191383362,1.3421303033828735,1.062857985496521,2.5019731521606445,0.9809385538101196,-0.5010296702384949,0.414618581533432,-1.1989325284957886,1.5776292085647583,-0.22965067625045776,0.2517796754837036,0.5958552360534668,-0.1009412556886673,0.23413905501365662,0.25453051924705505,-0.5921128392219543,-0.30950167775154114,0.9495537281036377,0.8459556102752686,-1.0844075679779053,-0.5897237658500671,-2.3103392124176025,-0.8974280953407288,-0.2285776287317276,-0.5295088887214661"
1407,"-0.23285596072673798,0.6138195395469666,-0.7313242554664612,1.1775403022766113,-1.8406171798706055,-1.2390092611312866,0.6910026669502258,-0.5688179731369019,-0.7836915254592896,-0.531135082244873,-0.5680772662162781,-0.41511431336402893,-2.006965398788452,1.8105337619781494,1.550347924232483,0.7268392443656921,0.16357149183750153,0.5306697487831116,0.3197399973869324,1.3177623748779297,-0.9655270576477051,-0.4885097146034241,-0.756077229976654,1.5288090705871582,-1.3180798292160034,-0.6886340975761414,0.5612521171569824,0.7062951922416687,0.7901521325111389,0.646100640296936"
1408,"-1.0519598722457886,-0.4279482960700989,-0.862048864364624,1.179930329322815,0.9078972935676575,0.1603233963251114,1.9316871166229248,-1.020804762840271,-1.6385819911956787,-0.4628634750843048,-0.9837026596069336,-1.0675193071365356,-0.3163774609565735,1.2740713357925415,0.4775829613208771,-0.8264738321304321,0.9432969093322754,0.32378658652305603,-0.2762944996356964,0.9689037203788757,-1.5595182180404663,-1.0555614233016968,0.7353469133377075,2.105098247528076,-0.0904059112071991,-0.8183274269104004,-0.6538128852844238,0.35680949687957764,0.9798316955566406,0.7676346898078918"
1409,"-1.1370630264282227,0.4796157777309418,-0.5586727857589722,0.7883800268173218,0.984561562538147,1.365924596786499,-0.010590896010398865,-0.30614736676216125,-0.7761539220809937,-0.7796988487243652,1.0749109983444214,1.6574985980987549,-0.7949801683425903,0.8133131265640259,-0.27029234170913696,1.3506217002868652,1.1571693420410156,-0.5855132341384888,-0.3854010999202728,-1.1299529075622559,-1.5479530096054077,0.06750766932964325,-0.488055557012558,1.6967766284942627,-1.1283493041992188,-0.6789917945861816,-1.2044925689697266,1.2069202661514282,0.7256182432174683,-1.5865100622177124"
1410,"-2.5259907245635986,-0.21254989504814148,-0.1856551170349121,-0.2294260561466217,-0.47057044506073,1.7479137182235718,1.1773760318756104,0.4287903904914856,-0.17447549104690552,-0.6561093330383301,-1.1882575750350952,0.3897837698459625,0.567365825176239,1.1736352443695068,0.992963433265686,1.7031887769699097,0.5497422814369202,0.36677947640419006,0.7018749117851257,0.5163983106613159,-1.752736210823059,-0.8970081210136414,0.17622104287147522,0.21476805210113525,-1.0419598817825317,-1.563042402267456,-0.8987071514129639,1.0922605991363525,0.41688287258148193,-0.41945600509643555"
1411,"-1.2906023263931274,0.017609193921089172,0.6050024628639221,0.7429750561714172,-0.2544243037700653,0.08858784288167953,1.6678526401519775,-1.2611017227172852,-0.5069290995597839,0.6561274528503418,-0.026263844221830368,0.3937070667743683,-1.5919466018676758,0.665199875831604,1.3551151752471924,-0.2346503734588623,-0.07463664561510086,-0.8650878071784973,-0.47483035922050476,0.2229444980621338,-1.1960716247558594,-1.5668128728866577,1.8861397504806519,0.2759394943714142,-0.48166748881340027,-1.8188414573669434,-0.6663044095039368,1.451558232307434,1.2350163459777832,1.0463958978652954"
1412,"-1.3105378150939941,-0.35247957706451416,0.5915533304214478,0.47336822748184204,0.6886605620384216,0.6333639621734619,1.1397942304611206,-1.8648871183395386,0.5313138961791992,-1.4805835485458374,0.8485684990882874,0.754959762096405,-1.2853277921676636,1.2142503261566162,0.24876607954502106,0.7651957869529724,-0.4066310524940491,-0.610667884349823,1.2140450477600098,0.6369669437408447,-1.8006505966186523,-0.06610453128814697,1.2195565700531006,-1.003062129020691,-0.9821736812591553,-1.1699522733688354,-0.7926417589187622,-0.344277024269104,1.3088347911834717,1.200779676437378"
1413,"0.14970064163208008,-0.5487080812454224,-1.3927438259124756,2.0553388595581055,0.1730736494064331,0.2614513039588928,1.3688368797302246,-0.6779149770736694,0.4339269995689392,-1.593937635421753,-0.6625150442123413,1.6281163692474365,-0.8127172589302063,1.0636756420135498,0.9608352780342102,-1.2830227613449097,-0.12856708467006683,-0.07117296755313873,-0.5599399209022522,2.5076751708984375,-0.4869433343410492,0.029462598264217377,-1.485408067703247,-0.04371562972664833,-0.6979507803916931,-0.2806824743747711,-0.5911819338798523,0.41585463285446167,0.7287675142288208,-0.45959386229515076"
1414,"-1.2874525785446167,0.4436572790145874,-1.7826869487762451,0.020214494317770004,-0.7669678926467896,-0.3865335285663605,1.1295324563980103,-0.24192246794700623,1.0047094821929932,0.2965516448020935,-0.5441228747367859,-0.011560019105672836,-1.7481131553649902,2.166567802429199,1.1367862224578857,0.7118842005729675,-0.2656899094581604,0.5246949195861816,0.4514881372451782,0.37992754578590393,-1.3014984130859375,-1.6203913688659668,-0.5194107890129089,1.5493451356887817,0.6970519423484802,-1.3388564586639404,-0.5927591323852539,0.18773303925991058,1.1232919692993164,0.5845295190811157"
1415,"-0.629602313041687,0.0814216136932373,-0.1426011472940445,1.246989130973816,-0.19029782712459564,0.045655153691768646,0.9003766775131226,-1.9091447591781616,-1.3775287866592407,0.11952406913042068,-1.6807485818862915,-0.9811368584632874,-1.2057393789291382,1.4559886455535889,0.8251233100891113,-0.3928814232349396,0.8406636714935303,0.45739027857780457,0.8557796478271484,0.6709455251693726,-1.0626941919326782,-1.5926454067230225,0.26408639550209045,1.030697226524353,-1.294365644454956,0.07230538874864578,-0.1682572215795517,1.009502649307251,1.4474552869796753,1.3037376403808594"
1416,"0.015623942948877811,-0.5506520867347717,0.16981910169124603,1.2008116245269775,-0.31775835156440735,0.6906458139419556,1.061966896057129,1.2813293933868408,0.1831488311290741,-0.12673775851726532,-0.25870105624198914,1.1228169202804565,-0.11675816774368286,1.7270057201385498,-0.5113853812217712,-0.6677394509315491,0.6091738343238831,-0.08993424475193024,1.0188612937927246,0.1814849078655243,-2.104884386062622,-1.574445366859436,-0.9432529211044312,0.4930764436721802,-0.05889154225587845,-1.731746792793274,-1.3014004230499268,-0.954441487789154,2.097806453704834,-0.5448415875434875"
1417,"-0.3622685968875885,-0.5193879008293152,0.5893059372901917,-0.1462150365114212,0.036208875477313995,-0.40229666233062744,1.1945022344589233,-1.6194653511047363,0.05762609466910362,-0.24319395422935486,-0.5075590014457703,0.02957107126712799,-2.3988544940948486,1.553025484085083,1.7446699142456055,-0.765178918838501,0.33821314573287964,-1.0638374090194702,-0.5186891555786133,-0.09938108921051025,-1.067795753479004,-1.150204062461853,1.5452038049697876,0.977804958820343,0.32381758093833923,-0.25378984212875366,-0.8201404809951782,1.4723858833312988,0.588403046131134,1.4875205755233765"
1418,"-0.8488483428955078,0.28576841950416565,-0.14664576947689056,0.3568018972873688,1.4175440073013306,0.6506505012512207,0.43700653314590454,-0.24063298106193542,-0.07295641303062439,-0.17293693125247955,1.1745492219924927,1.0925683975219727,-2.722925901412964,0.2353302538394928,0.4091235101222992,-0.05721979960799217,0.8450257182121277,-0.8877707719802856,0.7555710673332214,-0.6956803798675537,-1.4874534606933594,-1.798669457435608,1.7343032360076904,-0.9358407258987427,-0.6163245439529419,-1.1109248399734497,-0.009883319959044456,0.24448582530021667,1.4071255922317505,0.7588602900505066"
1419,"-1.0657635927200317,-1.3980309963226318,0.010090194642543793,1.5783418416976929,-0.051622211933135986,-0.7246493101119995,0.7760513424873352,-1.7762433290481567,-0.6131919026374817,0.04958441108465195,-0.32554495334625244,-1.461728811264038,-0.7136216163635254,-0.36659932136535645,2.1416542530059814,0.1231011375784874,0.07339165359735489,1.5967254638671875,0.12283162027597427,0.1615120768547058,-1.9433599710464478,0.5143966674804688,0.24685370922088623,0.6809113025665283,1.6715521812438965,0.04578167945146561,-0.978510320186615,0.6596032977104187,0.9569200277328491,0.009563922882080078"
1420,"0.3156549632549286,0.9895620346069336,0.5560806393623352,0.4922156035900116,0.5568985342979431,0.674101710319519,0.8997123837471008,-1.0297032594680786,0.23896721005439758,-0.2025347352027893,-1.5849496126174927,-0.16460740566253662,-2.3422610759735107,2.129650115966797,0.6709362268447876,-0.6218669414520264,-0.0658688098192215,-0.45483747124671936,0.4934104382991791,0.679914653301239,-2.026806354522705,-1.2218626737594604,0.6526449918746948,0.338854044675827,-0.027544185519218445,-0.7533665299415588,-0.813812792301178,-0.0441727340221405,1.9643820524215698,-0.29879093170166016"
1421,"0.08812662959098816,0.33033517003059387,-0.2385588437318802,1.855606198310852,0.4203779101371765,-0.40056362748146057,0.15808624029159546,-1.8513132333755493,-0.6373320817947388,0.6540051698684692,-0.6384987831115723,-0.40091589093208313,-0.5245937705039978,2.410233497619629,-0.24740996956825256,0.5128610730171204,0.4737146496772766,0.7661908268928528,0.4749722480773926,-0.13412000238895416,-2.11781644821167,-0.6519389748573303,-0.10724636912345886,0.5186452865600586,0.7669568657875061,-1.8063298463821411,-1.7328028678894043,0.708983302116394,1.0415153503417969,0.3088306486606598"
1422,"-0.8029984831809998,-0.08818930387496948,0.586675226688385,0.02850905805826187,-0.3977383077144623,1.0293564796447754,1.054474949836731,-0.6033637523651123,0.4331015646457672,-1.4391096830368042,-0.8438047170639038,0.7233260869979858,-1.145035982131958,1.9437862634658813,-0.3476495146751404,0.5925658345222473,-0.2832854390144348,0.5920786261558533,-0.7042220234870911,0.7582045197486877,-1.890535831451416,-0.9916306734085083,0.6794417500495911,0.10490886121988297,0.5467860698699951,-2.2458748817443848,-0.9444000720977783,1.197670817375183,1.3586586713790894,1.0982941389083862"
1423,"-0.2369862198829651,1.099848985671997,-0.0938829630613327,0.713253378868103,0.23097191751003265,0.14517435431480408,1.9511045217514038,-1.1340795755386353,-1.016005277633667,-1.7906363010406494,0.9105079770088196,-0.14523427188396454,-1.7301335334777832,0.8502280712127686,-1.5294499397277832,-0.712342381477356,0.6471368074417114,0.018693527206778526,0.598022997379303,-0.29929035902023315,-0.04750014469027519,0.6555607914924622,0.38299819827079773,-0.8306414484977722,0.5328328013420105,-1.4220004081726074,-1.14650297164917,1.821616291999817,1.52336847782135,0.053366877138614655"
1424,"-0.8447807431221008,-0.3071865141391754,-0.4698213040828705,0.3654700517654419,1.338986873626709,1.559982180595398,1.3395709991455078,-1.2445707321166992,1.2663618326187134,-1.610805630683899,-0.08332029730081558,1.5306845903396606,-2.3844048976898193,1.0797165632247925,0.5100027322769165,-0.8331016302108765,-0.40633532404899597,-1.3821702003479004,-0.609960675239563,0.7339524626731873,-0.059073418378829956,-0.5829192399978638,0.012091746553778648,0.9175390601158142,0.1905142068862915,-0.6912761330604553,-0.7126948833465576,-0.3521881103515625,1.0887192487716675,0.6410169005393982"
1425,"-1.0375220775604248,1.3845720291137695,0.6074009537696838,0.18537850677967072,0.4243021011352539,0.2461463361978531,2.2504830360412598,-0.36084651947021484,-1.5408142805099487,-0.9980603456497192,0.7488980889320374,1.2566297054290771,-1.1906909942626953,0.42990827560424805,-0.26288866996765137,-1.0710232257843018,-0.019003011286258698,-0.7988663911819458,-1.3157620429992676,1.9573209285736084,-1.682224154472351,0.8276645541191101,-0.0085618756711483,0.6860690712928772,-0.07861527800559998,-0.36176568269729614,-0.9443296194076538,-0.4346058964729309,1.1939436197280884,-0.09313704073429108"
1426,"-0.17898575961589813,0.05565766990184784,-0.219175323843956,1.0129815340042114,-0.3707268536090851,0.30222287774086,0.7204872965812683,-0.5708013772964478,-0.801172137260437,0.22510391473770142,-0.9341810345649719,0.8489474654197693,-0.8590132594108582,0.3525002598762512,0.9065082669258118,1.1795576810836792,0.5906170606613159,-0.8460798859596252,-0.10617060214281082,1.7358238697052002,-2.354987621307373,-0.08455179631710052,0.0618576854467392,-0.2854836583137512,-1.8110616207122803,-0.9422894716262817,-1.3252735137939453,0.2704007625579834,2.3684427738189697,1.0588452816009521"
1427,"-1.1765878200531006,-0.657018780708313,0.20477214455604553,0.0005606487393379211,-0.6033181548118591,0.9755480885505676,2.201040506362915,-0.14564067125320435,0.13696324825286865,-0.054044485092163086,-0.11972741782665253,0.2152348756790161,-2.290905475616455,0.20164161920547485,1.5557949542999268,0.8559024333953857,0.6519404649734497,0.09974813461303711,0.6893236041069031,0.33322152495384216,-0.33898860216140747,-2.059830665588379,0.14276599884033203,0.4497848451137543,-1.4980220794677734,-0.2789205312728882,-0.9175126552581787,-0.875017523765564,1.943408489227295,0.3578827381134033"
1428,"-0.6616500616073608,0.29906752705574036,0.703301727771759,-0.5979043245315552,0.6326096057891846,-0.6974344849586487,1.506858229637146,-1.7668299674987793,-0.36342906951904297,-0.6954085826873779,0.13344866037368774,-0.9160604476928711,-2.330883741378784,0.7477889657020569,1.6866846084594727,0.6589309573173523,-0.6117644309997559,-0.6587728261947632,0.8050884008407593,-0.7042320966720581,-0.5835707187652588,-1.0715957880020142,1.3659095764160156,0.23675957322120667,0.5948271155357361,-0.05455055087804794,0.12523719668388367,1.9233492612838745,-0.8823270201683044,1.17655348777771"
1429,"-0.31959599256515503,0.9342131614685059,0.17430490255355835,-1.0094518661499023,0.5874935984611511,1.979743242263794,0.5315884947776794,-1.1193711757659912,-0.6935692429542542,-0.2907463610172272,-0.7252927422523499,-0.06478826701641083,-1.7419180870056152,1.118748426437378,0.006017385050654411,1.4560472965240479,0.4665079712867737,-0.38079407811164856,1.5118038654327393,-0.23797087371349335,-1.7968215942382812,-0.5678138732910156,-0.2827548086643219,-0.5307707786560059,0.4266193211078644,-0.40999269485473633,-0.08347887545824051,-0.6646304130554199,2.5613582134246826,-0.8346845507621765"
1430,"-0.6600187420845032,-0.08377012610435486,-0.9254202842712402,0.8582934737205505,-0.2596277892589569,-0.02662849612534046,1.1316207647323608,-1.6067341566085815,0.019685352221131325,-0.0022049564868211746,0.4435816705226898,-1.1514062881469727,-1.855790138244629,1.8230594396591187,1.4124040603637695,0.9436336755752563,0.7413325309753418,0.617834746837616,1.0451104640960693,0.5605528950691223,-2.122558832168579,-1.1612212657928467,-0.007511547766625881,0.6247276663780212,1.2692878246307373,-1.3285300731658936,-0.7108045816421509,0.4990788400173187,0.22239956259727478,-0.3103756010532379"
1431,"-0.9453417062759399,2.2704555988311768,0.8845572471618652,-0.36511605978012085,1.0288864374160767,0.5577216744422913,2.1906111240386963,-0.9616842269897461,-0.5267989635467529,-2.0588388442993164,0.2327585518360138,1.3110594749450684,-0.7988240718841553,0.7069376111030579,-0.7541357278823853,0.059178631752729416,-0.1821894645690918,0.5432961583137512,-0.5037221312522888,-0.10377371311187744,-1.0184012651443481,-0.4068068265914917,0.4253906011581421,-0.20455686748027802,-1.8038450479507446,-1.1318137645721436,-0.14604656398296356,0.05090222507715225,0.8694944381713867,0.7806451916694641"
1432,"-0.5119466185569763,-0.8077017068862915,-0.10994896292686462,1.3003042936325073,0.46026644110679626,1.4586267471313477,1.0810937881469727,-0.4956938326358795,1.4217501878738403,-0.9103768467903137,0.0566350482404232,1.060561180114746,-1.3582838773727417,-0.06118524819612503,0.1165289431810379,-1.9527775049209595,-0.9603937864303589,-0.49716559052467346,0.26713863015174866,1.351497769355774,-0.16575609147548676,-2.1619246006011963,1.2235732078552246,1.219545841217041,0.20381750166416168,-0.3473358452320099,-0.37551987171173096,-0.08783596754074097,0.9794005751609802,-1.3968939781188965"
1433,"-1.4640270471572876,-0.5306491851806641,0.4696890711784363,0.4818033277988434,0.7221248745918274,0.6006597280502319,0.5439397096633911,-1.9094245433807373,0.9812963008880615,1.3067409992218018,-0.8012833595275879,1.4671982526779175,-1.4709464311599731,1.313351035118103,0.08673664927482605,0.45877623558044434,0.26115190982818604,-0.06347905099391937,0.4548327922821045,-0.2253379225730896,-2.1076841354370117,0.03670544922351837,0.5220216512680054,0.486412912607193,-1.1986968517303467,-1.258547306060791,-1.2323179244995117,1.08909273147583,1.2766631841659546,-0.29680362343788147"
1434,"-0.7232787609100342,0.664783775806427,1.0039877891540527,1.5720897912979126,-1.2112033367156982,-0.1856192648410797,1.3122600317001343,0.17770828306674957,-1.6244102716445923,-1.7272108793258667,-0.3816968500614166,0.20995460450649261,0.5785132050514221,1.8207063674926758,0.45273512601852417,0.2541087865829468,-0.22695496678352356,-0.6522793769836426,0.48497650027275085,0.8983049988746643,-1.2423545122146606,-1.7454150915145874,-0.9001895785331726,-0.4067284166812897,0.31693413853645325,0.44988012313842773,-0.9044619798660278,-0.3106081783771515,2.065575122833252,-0.020106857642531395"
1435,"-1.2121026515960693,0.40197262167930603,1.763972520828247,0.7350785732269287,0.2295677661895752,1.4658232927322388,1.486180067062378,-1.5831670761108398,1.3524575233459473,-2.301372766494751,-0.16884522140026093,0.8492486476898193,-1.5562323331832886,1.024290680885315,0.07734066247940063,-0.07869503647089005,-0.889738142490387,0.07143715769052505,-0.9821958541870117,0.022793561220169067,-1.3022403717041016,0.20608994364738464,1.3013638257980347,-0.40944617986679077,-0.3616725206375122,-0.7310532927513123,-0.03624821454286575,0.63718581199646,0.05747438967227936,-0.06926794350147247"
1436,"0.6662454009056091,-0.572477400302887,-0.5956224203109741,-0.026043720543384552,0.158921480178833,1.245580792427063,1.8345094919204712,-1.4271494150161743,-0.45212727785110474,-1.1201084852218628,0.43547162413597107,-0.39317992329597473,-1.685226559638977,1.2431859970092773,0.5327184796333313,1.4022306203842163,-0.34779876470565796,0.4260924458503723,0.645110011100769,0.3360844850540161,-1.5161792039871216,-1.5977784395217896,0.4047590494155884,-0.1887861043214798,-0.2463647574186325,-1.2917383909225464,-1.2878730297088623,1.097347617149353,1.5398503541946411,0.7803466320037842"
1437,"-0.7895838618278503,-0.5594046115875244,-0.010433711111545563,0.34455007314682007,1.0193547010421753,2.0350232124328613,-0.0900915339589119,-1.3106998205184937,-2.1081502437591553,-0.542661190032959,-0.37025174498558044,0.7247623205184937,-1.774849772453308,0.2683309316635132,0.4731579124927521,-0.6325048804283142,1.1259872913360596,0.9121415019035339,-0.31623929738998413,1.8699216842651367,-0.6263831257820129,-1.2451227903366089,0.5481780171394348,0.41584157943725586,-0.6849246025085449,-0.05418766289949417,-0.2659491300582886,0.5296681523323059,1.8288507461547852,-0.7143297791481018"
1438,"-1.8448437452316284,0.459516316652298,-0.8718631863594055,1.5505727529525757,-0.7535955905914307,-0.014193382114171982,1.6730690002441406,-1.0545872449874878,-0.3100072145462036,-1.0206894874572754,-1.9485578536987305,-0.23044027388095856,-0.9068082571029663,2.0566794872283936,-0.28173643350601196,-1.0858923196792603,0.5817546844482422,0.429717481136322,0.9686997532844543,0.38673684000968933,-0.9281931519508362,-0.5641264915466309,0.30915412306785583,1.6766793727874756,0.4640728533267975,0.41454005241394043,-0.49796992540359497,0.06290645897388458,1.018760323524475,0.2606455385684967"
1439,"0.741709291934967,0.9337027072906494,0.7575790882110596,0.925270676612854,-0.47493407130241394,-0.15524283051490784,1.1137653589248657,-2.287201166152954,0.5444352030754089,0.8390573859214783,-0.4691344201564789,-0.3493517339229584,-1.047593355178833,1.0212939977645874,0.49451732635498047,-1.679054617881775,-0.13049732148647308,-0.09186160564422607,1.376489520072937,-0.08947623521089554,-2.1165733337402344,-1.3240262269973755,0.8476043939590454,0.07946547120809555,0.6463053226470947,-0.6032149195671082,-0.8312075734138489,-0.22509345412254333,1.8406217098236084,-0.28735417127609253"
1440,"-0.6311138868331909,-1.8301109075546265,-0.06531945616006851,1.2924672365188599,0.39334070682525635,1.4222604036331177,1.276290774345398,-0.6185932755470276,0.9259604811668396,-0.23833449184894562,-0.8565750122070312,-0.08043764531612396,-1.1240671873092651,1.821271300315857,0.8951826691627502,-0.01183941401541233,-1.0996246337890625,-0.4874536097049713,0.0074219731613993645,1.4151756763458252,-1.8844355344772339,-0.3203084170818329,-0.058731935918331146,-0.2802720367908478,-0.6501030921936035,-0.05603059381246567,-1.0719801187515259,0.5530111193656921,1.977042555809021,-0.6140939593315125"
1441,"-1.0121212005615234,0.03749806433916092,-1.6085113286972046,-0.42665359377861023,-0.3778000473976135,0.7142416834831238,1.3701213598251343,-0.7883200645446777,-1.134273648262024,-1.1348152160644531,-0.6582654714584351,-0.4469574987888336,-0.16031543910503387,2.218219041824341,0.26192706823349,-0.2677381932735443,1.5551458597183228,-0.5604539513587952,-0.13432767987251282,0.930172324180603,-1.011130928993225,-1.6529583930969238,0.23629340529441833,1.5263679027557373,0.5883192420005798,0.4056021571159363,-0.1043543815612793,0.5070334672927856,1.903445839881897,-0.7753903269767761"
1442,"-2.404599666595459,-0.13610471785068512,0.27336710691452026,0.356546014547348,-0.06630054116249084,2.062847375869751,0.8554816246032715,0.8166660070419312,-0.05935442075133324,-1.6461714506149292,1.4409791231155396,1.3065431118011475,0.3741883933544159,1.1923969984054565,0.5437378287315369,-0.32368287444114685,-0.24488243460655212,-0.06885276734828949,-0.9033294916152954,0.9212202429771423,-1.339330792427063,-0.7372028231620789,0.17364008724689484,-0.026243772357702255,-0.8488341569900513,0.35576140880584717,-2.2078089714050293,0.06981625407934189,0.03612935543060303,0.23337805271148682"
1443,"-1.4646193981170654,0.9506131410598755,-0.19065889716148376,0.967878520488739,-0.8529259562492371,-1.1043715476989746,1.1662052869796753,-0.06415887922048569,-1.138953685760498,0.725985050201416,0.5402536988258362,-0.5562482476234436,-1.8535794019699097,0.7393090128898621,0.8277040719985962,0.7716636657714844,1.5119211673736572,0.17264039814472198,0.6355636715888977,0.5177056193351746,-1.6111303567886353,-2.1967921257019043,-0.31852003931999207,0.11605574935674667,0.7535369992256165,-0.6645047068595886,-0.8972321152687073,0.27250099182128906,0.9686600565910339,1.2754992246627808"
1444,"-0.842268705368042,0.5235790014266968,0.6919874548912048,-0.7148034572601318,0.06629355251789093,1.5717780590057373,0.41660037636756897,-0.24979940056800842,-0.887279212474823,0.805474042892456,-0.3297307789325714,0.302819162607193,-2.7764298915863037,1.8183897733688354,0.6923615336418152,0.6184148192405701,-0.3358684778213501,0.9002649188041687,-0.14901311695575714,0.9937946796417236,-1.706016182899475,-1.5463420152664185,0.3764694333076477,1.0397462844848633,-0.7696062922477722,-0.010820441879332066,-0.653961181640625,-1.0488612651824951,1.101892352104187,0.10093589127063751"
1445,"-0.510016679763794,-0.1627471148967743,1.0553433895111084,0.5733737945556641,-0.26229241490364075,-0.1317538022994995,0.708369791507721,-1.6228777170181274,-0.6068065762519836,-2.0229218006134033,-0.5422927737236023,1.327587604522705,-2.0992815494537354,1.2844035625457764,0.3250448405742645,1.1549928188323975,-0.1459885537624359,-0.06114351749420166,0.7076651453971863,0.1404314637184143,-0.5480054616928101,-1.6320255994796753,0.4055970311164856,0.4184723198413849,1.1070759296417236,-0.7339994311332703,-0.39084136486053467,1.9765385389328003,-0.6687494516372681,0.9568488001823425"
1446,"-0.2577851116657257,-0.1653047353029251,0.6592557430267334,-0.16512270271778107,-0.5628775358200073,-0.17485161125659943,-0.499175101518631,-0.5994694232940674,0.23697400093078613,0.03717830032110214,0.4831041097640991,-0.18574132025241852,-2.2671658992767334,1.3217813968658447,1.6088147163391113,-0.14604923129081726,-0.3652413785457611,-1.1081178188323975,-0.06895453482866287,1.0583022832870483,-1.975388765335083,-0.7171711921691895,0.8258132338523865,2.06170654296875,-0.5029101371765137,-0.4164808392524719,-1.0447360277175903,0.7488157749176025,2.1799190044403076,0.0008783992379903793"
1447,"-0.9310562610626221,0.8992467522621155,-1.4314912557601929,0.44590720534324646,-0.9625028371810913,0.5191691517829895,1.0420340299606323,-1.6337581872940063,0.17942126095294952,2.491802215576172,-0.7893834114074707,0.15954269468784332,-0.4339870512485504,1.5147688388824463,0.6070455312728882,-0.2900868356227875,0.8311306834220886,-0.538968563079834,0.1626652479171753,1.5185881853103638,-1.516257643699646,-1.2192424535751343,-1.431272268295288,0.7344884872436523,-0.23926681280136108,0.15472422540187836,-1.016733169555664,0.3442014157772064,0.28191909193992615,0.5473516583442688"
1448,"-0.9517885446548462,-0.23794899880886078,-1.502127766609192,0.4018932282924652,-0.5654172301292419,0.5840212106704712,0.05953577160835266,-0.8356328010559082,0.8702702522277832,-1.3365857601165771,-1.1490596532821655,1.1888726949691772,-0.14445097744464874,1.6459274291992188,1.3710756301879883,1.2177717685699463,1.1179319620132446,0.45160695910453796,0.7996527552604675,0.1645670384168625,-1.9977248907089233,-0.8160926103591919,-0.4291549026966095,-0.43485257029533386,-0.09089884907007217,-2.04826021194458,-0.08076781779527664,0.927791953086853,0.9771093726158142,0.8427355289459229"
1449,"-0.37391191720962524,-1.1435449123382568,0.6296297311782837,-0.003337704809382558,-0.0978260338306427,1.7342255115509033,1.5339670181274414,-0.3214518129825592,0.09881356358528137,-0.663581371307373,-0.8972111940383911,1.4735180139541626,-2.411857843399048,0.8449714779853821,0.7943762540817261,0.42262545228004456,-0.3508400022983551,0.5971352458000183,1.2141094207763672,0.7373903393745422,-0.48341962695121765,-0.695592999458313,0.31993475556373596,-0.35099324584007263,-0.9626736640930176,-1.5797709226608276,-1.752261757850647,0.11785703152418137,1.391452670097351,0.1782686561346054"
1450,"0.023524094372987747,0.5193705558776855,0.7061278820037842,-0.2571961581707001,-0.9029600024223328,-0.05277760699391365,0.7333710193634033,0.0019763484597206116,-1.3138116598129272,-0.32358643412590027,0.5804186463356018,-0.7950603365898132,-0.10111408680677414,2.484570264816284,0.006551064550876617,-1.0600415468215942,1.4465831518173218,-0.5009440183639526,1.670741319656372,1.044912338256836,-1.1713610887527466,-0.9200124740600586,-0.2069067806005478,0.7858418822288513,-1.623862862586975,-0.9532263278961182,-1.7601613998413086,0.23237645626068115,1.3234903812408447,0.3831667900085449"
