,words
4755,"-0.6054643988609314,-0.7401393055915833,0.13026481866836548,0.22361154854297638,-1.130967617034912,0.5034713745117188,1.2598611116409302,-1.9464080333709717,-1.0500061511993408,0.07720751315355301,-1.0794754028320312,0.1781461089849472,-1.3010293245315552,1.0754798650741577,0.1660558134317398,-0.2980934977531433,1.6932713985443115,0.040619272738695145,1.0144622325897217,-0.28023526072502136,-1.5506194829940796,-1.6556369066238403,0.7570807933807373,1.8587168455123901,0.21272926032543182,-0.2278386354446411,-0.41352182626724243,1.1550190448760986,1.2964417934417725,0.6369972229003906"
4756,"-1.4478049278259277,-0.6447242498397827,-0.6772396564483643,0.5944664478302002,0.18093226850032806,0.34826451539993286,1.5822389125823975,-0.2902548909187317,-0.26749929785728455,-1.3468202352523804,-1.2474582195281982,0.44314664602279663,-1.0927914381027222,1.7711132764816284,-0.18879260122776031,-1.3819750547409058,1.7443230152130127,0.23154403269290924,0.4941554367542267,0.9906718730926514,-1.8566851615905762,-0.5628477334976196,-0.348114550113678,0.6466184854507446,-0.6054702997207642,-0.7212984561920166,0.7444854974746704,0.6777384281158447,1.8246796131134033,0.40539804100990295"
4757,"-0.9457359910011292,-0.05540793389081955,0.3622952103614807,0.72245192527771,-0.28192752599716187,-0.2739265561103821,1.2884496450424194,0.2176307737827301,-0.9965848326683044,-0.8868001103401184,-1.4162977933883667,-0.19642728567123413,-1.3899991512298584,0.49798858165740967,1.023926019668579,0.19787348806858063,0.3740091025829315,-0.976236879825592,0.9465147852897644,1.1876754760742188,-1.3519461154937744,-2.437861442565918,0.08610521256923676,0.5237080454826355,-0.16505010426044464,-0.3069765865802765,-0.16878272593021393,0.53449946641922,2.1075661182403564,1.779267430305481"
4758,"-0.8353945016860962,-0.5965543389320374,-0.855780303478241,0.6266466975212097,-0.1142352819442749,0.6179431676864624,2.30487322807312,-1.4217803478240967,-0.9555812478065491,-0.5801138281822205,-1.385128140449524,0.03980768471956253,-0.17895720899105072,1.8558963537216187,0.8385869264602661,-0.28012382984161377,-0.8274340629577637,0.030441628769040108,-0.13433735072612762,1.0540522336959839,-1.611074686050415,-1.0392000675201416,0.06719499826431274,0.8097925186157227,-0.35450804233551025,0.5212946534156799,-0.7534542083740234,0.021782193332910538,1.0050914287567139,2.130253553390503"
4759,"-1.0678132772445679,0.49421265721321106,-0.4399541914463043,0.7538118362426758,0.23937414586544037,-0.1939372718334198,1.520236611366272,-1.5410499572753906,-0.6572278738021851,-0.2701040506362915,-1.690857172012329,-0.4104389548301697,-1.4683067798614502,2.2175955772399902,-0.05523806810379028,-1.3880479335784912,0.3969987630844116,-0.7273327112197876,-0.49698224663734436,0.4313550889492035,-0.48190197348594666,-0.9645967483520508,0.08783169090747833,1.6133266687393188,0.303871750831604,0.9087303876876831,0.08119872957468033,1.8890019655227661,1.062746286392212,-0.1465025246143341"
4760,"-0.9408033490180969,0.11385743319988251,-0.32952848076820374,2.0240678787231445,-0.34837377071380615,-0.2959848642349243,2.391197919845581,-0.6755335330963135,-0.3539190888404846,-0.6818540096282959,-1.4269431829452515,-0.9527692794799805,-1.0387346744537354,1.7601577043533325,0.3203350901603699,-0.5381836891174316,-0.22215209901332855,-0.11580102145671844,0.8589903116226196,1.2962242364883423,-1.6807081699371338,-0.953911304473877,0.20059289038181305,0.616847813129425,-0.7540184855461121,-0.4977937340736389,-0.012498170137405396,0.15317755937576294,1.6591202020645142,0.42494189739227295"
4761,"-0.6123577356338501,-0.8685728907585144,0.8838607668876648,0.44469210505485535,-0.8864319920539856,0.5827696919441223,1.3732892274856567,-0.9672573208808899,-1.0601656436920166,-0.31278663873672485,-1.5736888647079468,-1.2042886018753052,-0.3019917905330658,2.092005968093872,0.4442935287952423,-0.5335318446159363,0.1942485123872757,-0.4930986166000366,0.2649077773094177,0.23003730177879333,-2.013101100921631,-0.22267687320709229,1.6591745615005493,1.0720924139022827,-1.3593887090682983,0.2628364562988281,-0.19365674257278442,1.3845112323760986,0.6368736624717712,1.0774017572402954"
4762,"-0.5465298891067505,0.25452178716659546,0.378109872341156,1.1550636291503906,-0.14994488656520844,-0.10317578166723251,1.3283469676971436,-0.36808642745018005,-0.4096929430961609,-0.7229037284851074,-2.323132038116455,-0.1655903458595276,-1.973272681236267,2.260375738143921,0.8863748908042908,-0.5962463617324829,0.519926905632019,0.024642134085297585,-0.17871764302253723,0.8457835912704468,-0.7931956648826599,-1.2718549966812134,0.06958658248186111,1.4946160316467285,-0.14872941374778748,-1.3489152193069458,-0.5599474310874939,0.4110987186431885,0.8214737772941589,1.2100152969360352"
4763,"-1.1050881147384644,-0.5793147683143616,0.41236376762390137,1.3490060567855835,-0.47921285033226013,-0.6285906434059143,1.4532290697097778,-0.5382922291755676,-1.1620252132415771,-0.034223854541778564,-1.8682748079299927,-0.41551750898361206,-1.0128389596939087,1.3288133144378662,1.2495394945144653,-2.4172089099884033,0.24835938215255737,0.08358389139175415,-0.21666769683361053,0.3918958604335785,-0.581515371799469,-0.19404304027557373,1.1182775497436523,1.0514472723007202,0.261501282453537,0.8360625505447388,-0.8223744630813599,1.036478042602539,1.600929856300354,-0.36629921197891235"
4764,"-0.5951768159866333,-1.1166611909866333,-1.0737769603729248,0.8611637353897095,-0.236537367105484,-0.7239715456962585,2.271758556365967,-1.35625422000885,0.0008130073547363281,0.4154941439628601,-1.9315327405929565,-0.5477025508880615,0.5448492765426636,2.2493340969085693,0.45977264642715454,-1.5897576808929443,0.555181622505188,-0.509626030921936,-0.09379532188177109,0.1735139787197113,-0.6624137759208679,-0.8601325750350952,-0.19988799095153809,1.816366195678711,0.6730197072029114,0.07017074525356293,0.1378590613603592,-0.13004398345947266,0.5775600671768188,0.8204142451286316"
4765,"-0.29647862911224365,0.10006871819496155,-0.26351067423820496,1.0300171375274658,-0.9696474671363831,-0.5738153457641602,1.8151040077209473,-0.24519990384578705,-1.4453184604644775,0.026174431666731834,-1.8864246606826782,-0.1884283721446991,-1.2036263942718506,0.8470783829689026,1.3126896619796753,-1.1299762725830078,1.7852751016616821,-0.8718916773796082,0.27960100769996643,1.0649999380111694,-1.5489410161972046,-0.7956191897392273,-0.3835265338420868,0.536167562007904,0.6577731370925903,-0.30394572019577026,-0.44013670086860657,0.5627054572105408,1.7322630882263184,0.7965703010559082"
4766,"-0.7549547553062439,0.3693138360977173,-0.9284201264381409,0.7928301692008972,0.2724761962890625,-0.00512921717017889,0.8561779260635376,-1.069042682647705,-1.6017273664474487,-0.5537450909614563,-0.7022740244865417,-0.7925803065299988,-0.4156733453273773,1.7983777523040771,1.0942813158035278,-1.099377989768982,1.0928466320037842,-0.07118740677833557,0.6802425980567932,1.0259335041046143,-1.014533281326294,-1.717739224433899,1.253757357597351,1.117501139640808,-0.5195298790931702,-1.0162409543991089,-1.189573884010315,0.507056474685669,1.6112762689590454,0.9796582460403442"
4767,"-0.8838740587234497,-0.6965264081954956,-0.506829559803009,0.8811796307563782,0.12962640821933746,0.24894990026950836,1.6420401334762573,-0.5426592826843262,-1.3762118816375732,-0.10219131410121918,-1.0228360891342163,-0.37630414962768555,-2.241177797317505,1.9135055541992188,0.5857434868812561,0.9631452560424805,0.30080702900886536,-0.5223187208175659,0.12745118141174316,0.7711188197135925,-1.721680760383606,-0.7947463393211365,1.3831874132156372,0.5489306449890137,-0.8965073227882385,-0.435368150472641,-0.3753085434436798,0.770890474319458,1.6563210487365723,0.5716438293457031"
4768,"-0.6682454347610474,-1.2207568883895874,-0.561548113822937,0.8496456146240234,0.21510353684425354,0.021863222122192383,1.6579861640930176,-0.7649508118629456,0.30435726046562195,0.5966205596923828,-1.919158697128296,-0.28133851289749146,-1.0272905826568604,0.9571549296379089,1.1459596157073975,-0.31535202264785767,0.2887102961540222,-0.8269109129905701,-0.5674629211425781,1.5973893404006958,-1.8573378324508667,-0.3470831513404846,0.8354682326316833,1.1122136116027832,-0.33261215686798096,-1.249484658241272,-1.0118217468261719,0.649577260017395,1.5705217123031616,1.148783802986145"
4769,"-1.3047206401824951,0.006631873548030853,-1.3380385637283325,1.185286045074463,0.15885409712791443,0.012298539280891418,0.8645510077476501,-0.5594329833984375,-1.5266039371490479,1.4025309085845947,-1.8021119832992554,-1.0692030191421509,-0.7190632224082947,1.4539040327072144,0.34246447682380676,0.3393540680408478,0.18987725675106049,0.40556737780570984,0.17524543404579163,-0.2564576268196106,-2.1620562076568604,-0.4159260392189026,0.3000754714012146,1.7435855865478516,-0.8313230872154236,-0.21460109949111938,0.6121425032615662,1.0788038969039917,1.1299623250961304,0.7984030246734619"
4770,"-1.522100567817688,-1.0154722929000854,-0.9465101361274719,0.755328357219696,0.2989882528781891,0.7073865532875061,1.1905593872070312,-1.2520191669464111,-0.9327390789985657,-1.0340572595596313,-2.03357195854187,-0.8589015007019043,0.5022724866867065,1.780912160873413,2.10384202003479,-1.071047306060791,0.6430646777153015,0.04897509887814522,-0.17490626871585846,1.234126329421997,-0.2533092200756073,-0.933179497718811,0.5643334984779358,1.024288296699524,0.22033677995204926,-0.49770644307136536,-0.2043241411447525,0.9301344156265259,0.5395186543464661,0.18577854335308075"
4771,"-0.8176283240318298,-0.8160097002983093,0.5249834656715393,1.2500406503677368,-0.7150917649269104,0.13250993192195892,1.9584522247314453,0.40337708592414856,-0.5615441203117371,-0.11725714057683945,-1.8416625261306763,-1.3788626194000244,-0.7406941056251526,1.654717206954956,0.4630824029445648,-1.714482069015503,0.5366174578666687,-0.21268554031848907,-0.1017487421631813,1.4141942262649536,-1.0312474966049194,-1.272292971611023,1.0824836492538452,0.7300629615783691,-0.7955711483955383,-0.5935670137405396,0.3488280475139618,1.2745296955108643,0.057736560702323914,0.8787299394607544"
4772,"-0.15995028614997864,-0.3145783543586731,-0.23743149638175964,0.7582934498786926,-0.21333251893520355,0.8858025074005127,1.7285099029541016,-0.5638172030448914,-0.5214892029762268,-0.42573171854019165,-1.4800903797149658,-0.7733340859413147,-1.589176893234253,2.2805819511413574,1.0814998149871826,0.07758627086877823,0.5135799050331116,-0.74942946434021,-0.3872564435005188,1.2083346843719482,-2.1898446083068848,-0.9550809860229492,0.8773019909858704,1.42960786819458,-0.47631776332855225,-0.6220600605010986,-0.07849887013435364,-0.56124347448349,0.8000515699386597,0.6575136780738831"
4773,"-0.37530291080474854,0.12529757618904114,-0.03649303317070007,1.349213719367981,0.4284527897834778,-0.29886484146118164,1.3686610460281372,-1.9225724935531616,-1.1420066356658936,0.28964829444885254,-0.9877910614013672,-0.9346083402633667,-2.0208823680877686,0.9045760631561279,0.49563246965408325,-0.24846698343753815,1.1979414224624634,-0.32218557596206665,0.45967912673950195,0.1994500458240509,-1.7934929132461548,-1.211077332496643,1.0524964332580566,1.2864810228347778,0.03479380160570145,-0.09653536230325699,-0.5319513082504272,-0.1583629548549652,1.387351155281067,1.5009185075759888"
4774,"-0.5666283965110779,-0.8747447729110718,-1.5375717878341675,1.587534785270691,0.1351151168346405,-0.38133740425109863,0.6145858764648438,-0.4779960513114929,0.11874379217624664,-0.0931287556886673,-2.0332281589508057,-0.3035409450531006,-0.3293151259422302,0.530314028263092,1.2415426969528198,-1.187574028968811,0.9621872901916504,-0.7134972810745239,1.0499809980392456,1.6925870180130005,-1.3056690692901611,-1.5752825736999512,1.476119875907898,0.5942323207855225,0.2842775583267212,-1.0141960382461548,-0.3520739674568176,0.6663309335708618,0.5321818590164185,1.2600499391555786"
4775,"-1.6128252744674683,0.72133469581604,0.10274511575698853,1.3571734428405762,-0.19705717265605927,-0.6776072382926941,2.039232015609741,0.15972812473773956,-1.0442968606948853,-0.18144123256206512,-1.4806914329528809,-0.3587060570716858,-0.3312407433986664,0.9535225033760071,0.3887103497982025,-1.8734962940216064,0.08295337855815887,-0.355901837348938,-0.19701318442821503,1.3044869899749756,-1.4583916664123535,-0.7773987054824829,0.17341943085193634,1.4707192182540894,-0.39031633734703064,-1.111102819442749,-0.12759368121623993,1.3262596130371094,1.2270054817199707,0.8677905201911926"
4776,"-0.849690318107605,-0.32011115550994873,0.37639814615249634,-0.17663387954235077,-0.8902469873428345,-0.5280969142913818,1.8607993125915527,-1.188232660293579,-0.8834076523780823,-0.5624342560768127,-1.7413030862808228,-0.35784652829170227,-1.533447027206421,1.269694209098816,0.3704254627227783,-0.5454879999160767,1.3697673082351685,-0.347629189491272,0.9752664566040039,1.4623041152954102,-0.2412434071302414,-1.3078374862670898,1.3287010192871094,0.88630211353302,-1.1862543821334839,0.350635290145874,-0.42531758546829224,0.604379415512085,1.5794918537139893,0.6510556936264038"
4777,"-0.8016000986099243,0.17851035296916962,0.06400494277477264,1.2280447483062744,0.12928836047649384,0.9261435270309448,0.45286276936531067,-0.31258299946784973,-2.2147512435913086,0.2968353033065796,-1.4773119688034058,-0.586562991142273,0.5720193982124329,0.8149629831314087,1.2651084661483765,-2.0386481285095215,0.9255599975585938,-0.5462939739227295,-0.17036700248718262,1.0818687677383423,-0.8096494674682617,-2.076245069503784,0.5864218473434448,1.3259419202804565,-1.1516340970993042,0.26338809728622437,-0.0035226643085479736,0.9184688925743103,0.45037171244621277,0.7093672752380371"
4778,"-1.0220969915390015,-0.26944801211357117,-0.5608710646629333,1.3299696445465088,-0.27899670600891113,0.5678114891052246,2.0812573432922363,-1.1361526250839233,-1.1375545263290405,0.5817289352416992,-1.439997911453247,0.13060744106769562,-0.25278782844543457,1.5387907028198242,0.9084447026252747,-0.6518280506134033,0.7581987380981445,-0.2461571991443634,0.4550623297691345,0.4358530640602112,-2.523611545562744,-1.4689124822616577,-0.28978392481803894,1.0665899515151978,-0.2812436521053314,0.10009042918682098,-0.3958856761455536,1.4866875410079956,0.2931671142578125,0.2210685908794403"
4779,"-0.46222639083862305,-0.17343370616436005,0.21116696298122406,1.4766037464141846,-0.7194169163703918,0.1659269481897354,0.7186834216117859,-0.657957136631012,-2.4221160411834717,0.16721950471401215,-1.718806505203247,-1.0249916315078735,-0.6539684534072876,0.8708317279815674,0.46457505226135254,-0.9270464777946472,1.1481037139892578,-0.31686607003211975,-0.7742100358009338,1.4284800291061401,-1.0599873065948486,-0.6126310229301453,0.5792416334152222,1.8531792163848877,-0.3394134044647217,-0.05414530634880066,-0.5241368412971497,0.627350926399231,1.498615026473999,1.231374979019165"
4780,"-0.6464656591415405,0.2807731330394745,-0.08535487949848175,0.6314217448234558,-0.2757453918457031,-0.32677367329597473,2.3973095417022705,-0.7887337803840637,-1.0482553243637085,1.2052299976348877,-0.698728084564209,-0.17388683557510376,-0.6642484664916992,1.120938777923584,0.39291277527809143,-0.6714495420455933,0.873181164264679,-0.8740087747573853,0.6196489930152893,-0.02671266719698906,-1.8588712215423584,-1.9265458583831787,0.4232299327850342,0.7389509081840515,-0.58807373046875,-0.28756198287010193,-1.1090205907821655,0.330282062292099,0.8143185973167419,2.222238779067993"
4781,"-0.643845796585083,-0.45040661096572876,-2.1474952697753906,-0.7119019627571106,-0.3563390374183655,0.38286519050598145,2.4211297035217285,-1.1905163526535034,-1.2778226137161255,0.647229015827179,-2.1059350967407227,-0.43186742067337036,-0.29277998208999634,1.3974480628967285,0.24460875988006592,-0.02745242789387703,1.4308913946151733,0.21834395825862885,0.5972867012023926,0.7524288296699524,-0.5666718482971191,-0.11225515604019165,0.03922104090452194,1.9118653535842896,-0.7694317698478699,0.20067472755908966,0.006404869258403778,0.10868486016988754,0.2563549876213074,0.4692835211753845"
4782,"-0.06062141805887222,-0.4903801679611206,0.7528597116470337,0.9004809856414795,-0.5750956535339355,-0.10982929170131683,2.126960515975952,-1.5156877040863037,-0.7062506675720215,0.30843406915664673,-1.73250412940979,-0.019575562328100204,-0.9565301537513733,1.221411108970642,1.3691070079803467,-0.061203911900520325,1.170698881149292,-0.9376673698425293,-0.13751181960105896,0.5709012746810913,-1.8062111139297485,-1.1465661525726318,0.22403272986412048,1.458407998085022,-0.572421669960022,-0.6410696506500244,-0.638948380947113,-0.2389947474002838,1.4844902753829956,0.7592854499816895"
4783,"-0.43413645029067993,0.4193210005760193,-0.0174850020557642,1.5196611881256104,-0.9424977898597717,0.22360913455486298,2.485522508621216,-1.7703746557235718,-0.7897173166275024,0.6602375507354736,-1.3237642049789429,-0.1717059165239334,-1.814172387123108,-0.6602526903152466,1.5158525705337524,-0.540516197681427,0.7664662599563599,-0.14972233772277832,-0.2562967538833618,-0.15132685005664825,-2.026881694793701,0.3306068778038025,0.2649719715118408,0.3027343153953552,-0.159219890832901,0.7669394016265869,-0.279845654964447,0.6746198534965515,1.268236517906189,0.28913748264312744"
4784,"-0.9299198985099792,-0.9521412253379822,-0.5967993140220642,1.427782654762268,-0.7782391309738159,-0.04513975977897644,0.9980289340019226,0.05399058386683464,-0.9965461492538452,-1.2015427350997925,-0.8930252194404602,-0.5028582811355591,0.2731790542602539,2.197260856628418,0.7572622895240784,0.9985833764076233,0.6150155663490295,0.983031690120697,-0.03926714509725571,0.21797722578048706,-2.189056396484375,-0.6414523720741272,0.24961110949516296,-0.1944754421710968,-1.1141525506973267,-0.6241227984428406,-0.8169640302658081,0.6674049496650696,1.322579264640808,1.7539952993392944"
4785,"-0.69596266746521,0.7059499621391296,-0.2771645784378052,0.8717233538627625,-0.4290880560874939,0.560934841632843,2.134718894958496,-1.12819504737854,-1.140063762664795,-0.36427295207977295,-2.0409560203552246,-1.0318752527236938,-0.8293699622154236,1.0942643880844116,0.23396508395671844,-0.5544435977935791,0.7375571131706238,0.5989499092102051,-0.06711488962173462,1.0019962787628174,-0.7053467631340027,-1.2080351114273071,1.2842084169387817,1.4208347797393799,-1.3945848941802979,-0.5737807750701904,-0.6180787682533264,1.096680760383606,0.07517249137163162,1.241376519203186"
4786,"-0.3041255474090576,-0.7957493662834167,-0.7377861142158508,1.6322827339172363,-0.636166512966156,0.6440641283988953,0.8363106846809387,-0.6341155171394348,-0.8922973275184631,-0.9219134449958801,-2.403782606124878,-1.313104510307312,0.22805926203727722,0.5891734957695007,1.261794090270996,-0.9102047085762024,1.6118444204330444,0.6978967785835266,0.78113853931427,1.4774672985076904,-1.2417995929718018,-0.4222082495689392,-0.16469018161296844,1.587593674659729,-0.5217352509498596,-0.7010509371757507,0.04442862421274185,-0.036260027438402176,0.1284915804862976,1.1164445877075195"
4787,"-0.4778077006340027,-0.8485958576202393,-0.33892518281936646,0.401234894990921,-0.7886397838592529,0.4198150038719177,2.6907598972320557,-0.880667507648468,-0.5138615369796753,1.1235098838806152,-1.266167163848877,-0.8016003370285034,-0.8925906419754028,1.6437660455703735,-0.15592695772647858,-1.1169166564941406,0.11781658977270126,0.8141433596611023,-0.527838408946991,0.4323572516441345,-1.9023094177246094,-1.406754970550537,0.5589647889137268,0.9062812924385071,-0.15521372854709625,0.46235859394073486,-0.14618322253227234,0.08888798952102661,1.3018038272857666,1.258299469947815"
4788,"-0.3606017529964447,0.1734687238931656,0.838550329208374,0.672053873538971,-0.25947049260139465,-0.21204908192157745,1.2740025520324707,-1.4982048273086548,-0.26830294728279114,-1.2219773530960083,-0.9524857401847839,-0.52387535572052,-1.7845221757888794,0.9720155000686646,0.5134868621826172,0.2580709457397461,0.6754701137542725,0.9067811369895935,-0.2767339050769806,0.5800825357437134,-2.3288586139678955,0.41655150055885315,-0.15463770925998688,0.3740834593772888,-0.24365957081317902,-0.33081963658332825,-1.6374469995498657,0.9058587551116943,2.1167073249816895,1.3764631748199463"
4789,"-0.6356684565544128,-0.19641976058483124,1.1692672967910767,1.0535352230072021,-0.33685198426246643,0.20065273344516754,1.5165319442749023,-1.0981760025024414,-1.1594449281692505,-1.7467068433761597,-2.058499574661255,-0.2653799057006836,-0.12187046557664871,1.3686861991882324,0.14228898286819458,-0.6697314381599426,1.2446556091308594,-0.05252997577190399,0.21818116307258606,1.1515294313430786,-1.3023035526275635,-1.2494593858718872,-0.23317132890224457,1.8992581367492676,0.10582210123538971,-0.44739484786987305,-0.5160881280899048,0.5665639638900757,0.15098369121551514,1.3017396926879883"
4790,"-1.2686009407043457,0.14455734193325043,-1.1908986568450928,0.2161637246608734,0.11629815399646759,-0.32392624020576477,1.5385116338729858,-1.007265567779541,-1.9512242078781128,-1.3275909423828125,-1.3817126750946045,-0.800513505935669,0.130918487906456,1.0119519233703613,1.04240083694458,0.3361794650554657,0.9890029430389404,0.5773418545722961,0.25566157698631287,-0.35726261138916016,-1.5095672607421875,-1.3855003118515015,0.436326265335083,0.798627495765686,0.47414296865463257,-0.1703575700521469,0.33587127923965454,1.420868158340454,1.6081809997558594,1.2414159774780273"
4791,"-1.9655735492706299,-0.6224513649940491,0.14547930657863617,0.6129786968231201,-0.8428654670715332,0.3440615236759186,1.2188936471939087,-1.020114541053772,-1.2329001426696777,-0.3344234228134155,-1.8701382875442505,-0.5928431153297424,0.5000159740447998,1.0727204084396362,0.6978839039802551,0.07801562547683716,0.04945814236998558,-0.33461228013038635,0.30852702260017395,0.6061033010482788,-1.464069128036499,-1.4601505994796753,1.1835517883300781,0.44404053688049316,-0.4385122060775757,0.06998085230588913,-0.0013131704181432724,1.8688923120498657,1.63697350025177,1.3423902988433838"
4792,"-0.9917763471603394,0.03497563302516937,0.1585519164800644,1.2926743030548096,-0.3750799596309662,0.11979358643293381,1.7165642976760864,-0.8750588893890381,-0.5496574640274048,1.170828104019165,-3.1691198348999023,-0.4986175000667572,-1.17205810546875,0.8085248470306396,0.8741919994354248,0.5233749151229858,-0.04677881300449371,-0.24696378409862518,0.41318708658218384,-0.2545587122440338,-1.3092032670974731,-1.3549156188964844,0.6830230951309204,0.9558103084564209,-0.12976723909378052,-0.2194373905658722,-0.40838104486465454,1.0013577938079834,0.571186900138855,1.2773298025131226"
4793,"-0.35339638590812683,0.1799202859401703,0.7569838166236877,1.1727570295333862,-0.21889381110668182,0.3337632715702057,1.4178433418273926,-1.692800521850586,-1.2571665048599243,-0.5182456374168396,-0.8459789156913757,0.05948149412870407,-0.9363518953323364,1.1635937690734863,0.9799708724021912,-2.351534128189087,-0.3688200116157532,0.5072145462036133,0.5403314232826233,1.1259000301361084,-1.5351582765579224,-1.3057538270950317,0.3347076177597046,1.1522126197814941,0.0013068821281194687,-0.4925864040851593,-0.5666096210479736,0.9175863862037659,0.16144685447216034,1.6382758617401123"
4794,"-0.6522775292396545,-0.4022130072116852,0.05783616006374359,0.09641560912132263,-0.970268189907074,0.41808152198791504,2.400803565979004,-0.32738226652145386,-1.8728864192962646,-0.16146938502788544,-1.1922528743743896,-0.9022036790847778,0.5580871105194092,1.468616247177124,-0.022435300052165985,-0.41965213418006897,1.8025150299072266,-0.10407160222530365,0.8492690920829773,0.6015534400939941,-1.7511241436004639,-0.661566436290741,-0.6345911622047424,0.7886533141136169,-1.5467185974121094,-0.35089319944381714,0.45125147700309753,0.49689987301826477,1.3044085502624512,0.6776153445243835"
4795,"-1.0974392890930176,-0.0934276282787323,0.1014438197016716,1.2337689399719238,-0.19026117026805878,0.032872848212718964,2.6312191486358643,-0.19700917601585388,-1.7756210565567017,0.7363684773445129,-1.144611120223999,-0.07899389415979385,-0.366665780544281,1.6044816970825195,0.2944555878639221,-0.4044158458709717,-0.07316210865974426,-0.47761982679367065,0.15348103642463684,0.48501843214035034,-1.5051932334899902,-1.4538164138793945,-0.3894709348678589,1.8641632795333862,-0.8847634196281433,-0.3864298462867737,-0.8218702673912048,1.2157150506973267,0.16787120699882507,0.8199112415313721"
4796,"-1.349453091621399,-0.10324149578809738,0.36433854699134827,0.4423232972621918,0.40403684973716736,0.8861402869224548,1.6469618082046509,-1.1007106304168701,-1.0954943895339966,-0.5351482629776001,-0.8258285522460938,-0.06989648938179016,-1.603569507598877,2.226419687271118,0.5815563201904297,-0.8766686916351318,-0.24293342232704163,-0.3339351713657379,0.4922151565551758,0.28001150488853455,-1.8979324102401733,-1.5506035089492798,0.5094462633132935,1.1664485931396484,-0.15453565120697021,0.00077027827501297,-0.4944376051425934,0.889546275138855,1.5138086080551147,0.8303666114807129"
4797,"-0.5753651857376099,-0.993548572063446,-0.01863802596926689,0.9974951148033142,-0.41591957211494446,-0.27352985739707947,2.095954418182373,-1.2937463521957397,-0.9370396137237549,-0.8845815062522888,-1.881753921508789,0.3784954845905304,-0.5924367904663086,0.8719773292541504,1.3546853065490723,0.09061908721923828,0.09988997876644135,-0.9517452120780945,-0.003550395369529724,0.44729241728782654,-1.8084999322891235,-1.222166895866394,1.2672431468963623,1.08903968334198,-0.3104560673236847,0.4158051908016205,-0.31819045543670654,0.7638934850692749,1.15774405002594,1.4510338306427002"
4798,"-1.3805608749389648,-0.4730771481990814,-0.026202812790870667,0.5636751651763916,0.05766258388757706,0.4703400731086731,1.9371209144592285,-1.6152104139328003,0.3414269983768463,-0.021443750709295273,-1.5404869318008423,0.02805270627140999,-1.5053794384002686,1.3449723720550537,-0.13320337235927582,0.5684546232223511,-0.45173221826553345,-0.0533895269036293,-0.1494828313589096,0.5698901414871216,-1.7780617475509644,-1.2856062650680542,1.1454746723175049,0.43933388590812683,-0.42150846123695374,0.8782328367233276,-0.6457910537719727,-0.09223892539739609,2.1613526344299316,1.067386507987976"
4799,"-1.448452353477478,-0.05996255204081535,0.2995325028896332,1.0149301290512085,-0.05721860006451607,-0.5482473969459534,1.605940341949463,-0.1576792448759079,-0.02535168081521988,-1.4252238273620605,-2.825488567352295,0.12414534389972687,-1.2210544347763062,1.3909088373184204,0.5100588202476501,-1.0061395168304443,0.39622199535369873,-0.2052271068096161,0.40878933668136597,0.8695921301841736,0.13904953002929688,-1.1758605241775513,0.6034207344055176,-0.059482816606760025,0.2880168855190277,-1.116159439086914,-0.07192239165306091,1.1847847700119019,1.6115604639053345,0.9565182328224182"
4800,"-0.7079721093177795,-1.1441123485565186,-0.19440118968486786,1.1539193391799927,1.3383835554122925,0.41206422448158264,1.155290961265564,-0.6029455065727234,1.0581532716751099,0.04633747786283493,0.7521644830703735,1.0609742403030396,-1.4724479913711548,1.2195333242416382,0.2453891634941101,-0.8035616874694824,-0.028487738221883774,0.305314302444458,0.1656573861837387,1.0215590000152588,-1.6566892862319946,-0.8500743508338928,0.26427748799324036,-1.6563589572906494,-0.11896899342536926,-0.9316210150718689,-2.1664276123046875,-0.0636616051197052,1.62086820602417,0.5778437256813049"
4801,"-0.6648158431053162,0.642278790473938,0.7570022344589233,0.9534915089607239,0.8337496519088745,0.02704731933772564,-0.05269792303442955,-0.6026708483695984,0.7141387462615967,0.8539581298828125,0.27998247742652893,0.23184408247470856,0.12057512998580933,1.025391697883606,0.9263961911201477,-1.7702785730361938,-0.27308911085128784,-0.2609311044216156,0.6864628791809082,0.7343854308128357,-2.5024173259735107,-1.588287115097046,-0.8241135478019714,0.8283053040504456,0.21495705842971802,0.26717910170555115,0.8309592008590698,-1.6727735996246338,1.2240493297576904,-1.9400795698165894"
4802,"0.15030287206172943,0.2883234918117523,0.6308997273445129,1.1831376552581787,0.4956669807434082,-0.47690117359161377,2.017937183380127,-1.4320459365844727,0.5010914206504822,-0.4256892502307892,-0.7526014447212219,0.49427539110183716,-2.203453540802002,0.891097903251648,0.8731006383895874,-1.7033355236053467,0.49099111557006836,-0.3594461679458618,0.9574446678161621,1.0404009819030762,-2.2896170616149902,-1.196183204650879,0.22461867332458496,-0.05590147152543068,0.36666110157966614,0.5056232810020447,-0.5810602903366089,-0.524657130241394,0.9187973737716675,-0.029477670788764954"
