,words
111,"10168,8910,6405,960,0,2582,1231,841,9382,4810,6978,5897,5340,12033,1916,7262,10850,4976,6435,5754,3631,8382,6937,4976,12146,0,4589,7268,0,3380,6745,7730,12142,1916,2996,6761,4162,1751,4181,11381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
112,"4029,1937,8889,4488,11200,3000,7252,9909,2450,2581,3719,4566,5897,4627,7355,7138,1916,1959,3628,12340,7962,4233,7390,4009,3018,9597,566,9040,3654,7547,3342,566,5480,5340,7547,12304,9279,2535,11369,5469,697,7632,3320,1081,3884,6405,11608,10324,3738,5018,7412,4976,7547,830,9559,3287,3787,6329,1840,9382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
113,"8576,2719,70,5897,12107,1534,6405,336,7547,6184,7866,8036,12051,9729,7482,3873,11608,6031,9531,1916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
114,"2274,623,7547,5218,6389,11615,6543,1916,1453,2400,11335,7547,8305,3000,8155,2274,3736,2484,7962,10953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
115,"649,623,2996,3000,8155,6262,3720,9135,8334,11022,2202,7547,11484,3000,7547,8425,4977,1196,5187,12295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
116,"3884,6405,10369,3000,8155,6262,3085,4976,11435,2719,6184,6405,7169,7866,1014,514,4469,11249,10369,2300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
117,"8123,566,9366,5897,1241,4531,4976,11608,8533,3000,3694,6982,5730,4976,4009,12247,1500,10454,305,10127,3380,7252,10211,7547,10095,6405,6035,8376,5754,10013,9675,5883,1916,9267,6187,3380,1071,4379,1521,12098,2719,12328,4697,6405,6761,6651,10369,8013,4687,4114,12157,9915,5480,8417,7547,9013,7097,11390,226,3930,3380,6198,6760,4007,4954,6923,7609,4976,7930,6544,1716,7252,4038,2484,5807,10008,5754,11608,11037,7962,4064,11608,7252,4566,5897,2772,11369,4976,7997,12186,11163,7252,4566,6651,3770,1916,11608,5055,4566,6651"
118,"10243,5569,6405,11608,2162,1134,10243,4954,4976,808,1561,7609,3398,869,5897,2521,7829,0,6544,10638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
119,"4267,498,7262,2026,9382,719,6651,11608,8833,1951,1625,2328,5897,6027,11608,4823,9127,6256,11608,11357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
120,"7962,4916,11777,6548,4907,514,2102,11297,3755,6405,11608,11352,2582,4059,2956,11608,7118,3000,7711,946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
121,"7962,6435,11993,1296,1598,1916,1873,8207,6293,0,3884,6405,7252,4566,5897,2406,11608,2828,11785,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
122,"10375,257,3596,9382,6651,10716,1916,6435,7547,3219,1123,4599,1241,5937,10482,1680,3365,5893,7474,2764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
123,"3026,7474,4566,5754,2996,6761,7474,3452,1916,6761,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
124,"7143,4976,5897,9224,7866,4009,1999,2447,2030,7962,8486,11608,7889,11297,7191,3654,5897,4592,4103,11373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
125,"7962,11249,2840,3930,5893,6405,7547,5218,3175,4566,4976,7547,6605,2460,0,2719,1055,9382,1298,9516,6544,3311,2088,4543,3452,3930,8184,7252,1916,5480,4547,3873,4976,4009,12193,6041,0,6544,4383,3311,3884,6405,7547,9954,1680,4312,11843,4976,6648,5707,6551,6405,9645,11653,6229,3000,7547,7844,5455,7390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
126,"7962,5486,10897,358,5897,7547,1317,8117,5094,7962,12078,5897,10705,10994,9366,361,12208,7962,4509,3930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
127,"7962,6118,3544,5893,6184,8820,0,10485,1298,4921,7270,3930,11560,10681,3764,7962,4627,8825,1916,2095,7962,3305,9305,5893,4566,3694,346,11608,2638,3000,10716,6687,0,7962,9287,11193,9597,6551,623,3295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
128,"8036,3000,7547,73,9734,4976,2168,2460,12023,7547,5815,9934,1916,11482,7962,11494,10886,11993,2580,514,11448,8891,7962,5486,12248,7270,7547,2152,4976,7510,2868,9081,3965,6862,10393,9127,93,4976,10855,7962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
129,"1083,6405,3138,7794,11608,8216,4850,7818,7547,10064,566,5271,251,9081,11326,106,3427,106,11940,2421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
130,"8903,9852,5897,7547,8363,7040,12066,2018,12071,7078,1916,10697,1916,3311,3873,5987,8624,2719,3159,10064,12046,11608,1667,10053,3000,9015,10068,10485,5468,2064,9655,7619,1916,2202,7262,4921,11193,12046,11608,8507,7962,511,8574,5893,6917,640,6035,6548,6172,514,7962,2794,2993,2875,4217,8903,257,11957,11701,11345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
131,"4294,7962,4916,9567,11608,4566,5897,2025,7866,7547,7449,11966,6184,6287,7962,9091,5639,8155,3181,8184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
132,"12154,7962,6199,6651,9867,4686,1596,5147,9396,4565,7547,241,3218,6548,1959,1987,2140,206,8903,9726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
133,"7962,7690,10008,11369,3000,8155,1500,5897,9491,11369,11078,514,7262,728,5897,4547,4976,7547,4633,719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
134,"214,12200,6917,2225,11770,1799,8513,7962,5480,10911,7139,4469,7962,2025,9954,11242,6166,9081,505,2996,214,12200,6917,2225,11770,1799,8513,7962,5480,10911,7139,4469,7962,2025,9954,11242,6166,9081,505,2996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
135,"11402,9382,5094,7962,3159,6720,5897,4410,1916,11494,11193,5665,5897,1241,4474,6184,4976,1943,0,6939,3884,6405,7547,5218,11818,8903,257,5897,7387,4523,7962,3311,257,5897,6073,4810,7547,5791,5574,3886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
136,"7962,9287,864,11653,11429,8246,11579,6551,57,7962,9287,864,11653,2624,8246,2390,6551,57,7962,9287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
137,"12046,7183,5987,3000,7547,1959,8509,6521,6566,7546,7039,8881,9305,6551,4586,3994,0,7962,6435,5893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
138,"3157,566,10048,7547,5536,5897,1202,7270,3405,11608,11773,8163,8599,6405,7547,4566,5897,10475,0,10837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
139,"5759,6262,2607,4976,10720,1916,3138,10059,4283,7962,5554,841,9081,10863,1916,7547,2686,6256,2022,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
140,"3884,5486,8155,3159,10064,7866,9304,2126,2484,7962,6256,4850,3731,1916,3311,10836,5897,580,6551,9756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
141,"11154,6405,11779,12147,3365,4976,1025,2349,6937,2337,3056,0,9160,6405,2484,9474,1916,6492,0,11027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
142,"3415,4651,4862,5425,5754,11999,2891,1916,3521,3000,3299,1916,559,11628,659,5754,2996,7808,3000,7911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
