,item_embed
30,"0.126947250466936,0.07685892567389412,0.0705793774580055,0.00420502517962029,0.04368695134761626,0.1181019637890754,0.020953150708658986,0.10717635493184047,0.06069096800943446,0.10232591269338145,0.13616382321181308,0.022148938128509925,0.13708479444751745,0.13158509364473997,0.04292738110719329,0.09925378931127632,0.03684640502923614,0.12601706817417416,0.11786536362203925,0.06622375169568279,0.12392964539262082,0.020929093371219624,0.019804691389502364,0.020346406410633955,0.03288436515572231,0.10472870286081054,0.008079634015222189,0.06279181185580852,0.005255681580146255,0.03944351022355268,0.03559302879894719,0.022021004343318093,0.08025998106810814,0.07399748003726728,0.10077267043994842,0.03833467311703356,0.1346501076160878,0.13941854582616325,0.02568115808185042,0.09381116468946067,0.017286237741918647,0.047775976646589106,0.09987798863913727,0.1279142532497323,0.013099114784854432,0.005629171054230385,0.113859188944449,0.03202889001819351,0.02573622862197355,0.07302568369820667"
31,"0.2151560120234271,0.1945374905087311,0.18497079835243918,0.1845228437731379,0.2389016933737794,0.15344882490883507,0.2258635325972097,0.18782606925936626,0.2527589975136998,0.22580463386156557,0.2063254185003761,0.22697706111831215,0.17685253283033334,0.12217986032330985,0.16915761475656868,0.16437675459586762,0.12951663536663788,0.15713485489896128,0.23906679390094648,0.19976063092287277,0.29596426671562565,0.1266312684235701,0.2630111553191265,0.2475740245232907,0.18842523497508482,0.17308056255996102,0.18275271055708306,0.15509915512556716,0.1407825595754959,0.19609101123214756,0.3012233728831116,0.20751209560726258,0.1921776476720144,0.12231454683887297,0.22340723032437906,0.1531183034237099,0.17247226574341853,0.13494875496319375,0.23761438345076275,0.2301074485549944,0.03743249179597199,0.2420905930656798,0.17413571540569742,0.2149771092054037,0.19395277808008282,0.2692280315082881,0.15064180144989736,0.1829424316657361,0.17451757509635532,0.18458364087893894"
32,"0.31178928363464253,0.19120620512956332,0.17492736190748936,0.21947178179768626,0.15186558625528232,0.19173277813988876,0.4104621305083335,0.3251736712011804,0.33054780653018306,0.2265546731184038,0.1942463776110799,0.4174898607457501,0.24885363326389756,0.3159373754190286,0.1921523325132597,0.2745620610918603,0.21677382663543632,0.13295553572736338,0.15473881851530927,0.2969820813939605,0.08228401405443736,0.11887033565252472,0.32946362759016357,0.19191338835189756,0.1996143713721168,0.2753171151024751,0.2798405366583997,0.13816764124772005,0.16288667618495703,0.42492646247233556,0.150398087657866,0.274788664641556,0.3550863100243712,0.3622863570614449,0.175722069149057,0.18959478556943724,0.2786542220133207,0.35795810654097204,0.23544530553414636,0.2524472021221875,0.37092611911910667,0.17241389902535428,0.3517420670205723,0.11537386750547583,0.2935488320183812,0.2488009844206539,0.2692230577799934,0.2545112816037466,0.15878685196841247,0.20028561363548705"
33,"0.24432651445724202,0.16880018766677005,0.2110179748581891,0.3786588097190855,0.35416387659950455,0.2764255449281547,0.3211490401428436,0.3026190734846764,0.24007772949850567,0.44803226595824325,0.27228055300783316,0.13392034766237748,0.39526413571145336,0.1427032834920639,0.2686899767261151,0.1575930767403759,0.38453912838510806,0.3732128661179812,0.21695007864686952,0.5146977798969403,0.40344943816768536,0.06093505780275955,0.16803950197420275,0.2265969106548662,0.3036561636572115,0.18945311913276247,0.23341350871451355,0.3661780139591565,0.5211226337982058,0.3721573293574045,0.23324319384420714,0.27422090452580955,0.544374785692714,0.47570766044194784,0.4300581390329057,0.3615048430998819,0.21502792017945224,0.13218169217266948,0.20773746997103734,0.22551727232859559,0.3364822046287525,0.27958119097451656,0.2229400454858812,0.3584932936609052,0.16758607579109597,0.20815870378919346,0.4450852888754218,0.21981871006852877,0.47639019169710883,0.22310468781294146"
34,"0.20022627466224094,0.1140667272615838,0.37574698040526033,0.33537672838952526,0.3932047436594856,0.19121370171000962,0.37389442940956724,0.34228397683814027,0.21973731518341008,0.48510147195618303,0.4213894138036625,0.2878777016120919,0.3217829494868814,0.07282633075811185,0.32527660836714095,0.262359088079115,0.1453679814926292,0.08300509286959849,0.4507528375416401,0.14990559249529867,0.4008368819911481,0.2561762705342389,0.42799796276421787,0.2714822823764678,0.4052627911111943,0.3763798221703481,0.37281016544618045,0.20531971694532417,0.17919580751973146,0.4067924813900005,0.5123770111853535,0.35786803385220844,0.32747443885802097,0.2809900316104101,0.3196936639052766,0.18878041500008336,0.34652658985653856,0.16733047861064113,0.3116400144535863,0.47668030552149326,-0.12060832554021293,0.30242972209013397,0.31798230033422564,0.19075957991390455,0.3026005917430964,0.29207473220843383,0.4247112269429807,0.3977239320628031,0.3094435609744288,0.3493691496806344"
35,"0.18538206832582485,0.212759899939592,0.09001806009020405,0.12399662029909449,0.07579580333875584,0.16534132100543047,0.09882286510831116,0.10654550156511827,0.15412186916984794,0.16141571245797817,0.05918403835265087,0.10635340104964447,0.19183148284184634,0.07612782023838795,0.15090358344875432,0.1538016728156725,0.15057303084200283,0.18422378900131195,0.16466998974401834,0.08945903085489834,0.1356478076224127,0.15322908086990347,0.04880800865015429,0.18325640620176167,0.21160514087899632,0.09421548601440852,0.14893877830403765,0.22579809982392052,0.12269554628172531,0.12619769350136623,0.1488840167327826,0.08526195809518496,0.207316960630858,0.17579778177126326,0.0979013528921926,0.15174023836333164,0.15922479341170118,0.0654542241543626,0.13640162427002575,0.14623642435644335,0.11093013752166306,0.2299876046142646,0.15397137621365134,0.17177762441807506,0.1458907851913638,0.149461673418006,0.17659091423501888,0.12119916910624182,0.17271264134294012,0.15642638402283837"
36,"0.20451920696205816,0.18742759621535873,0.3195721849144809,0.23893796446899665,0.23560340417750247,0.2633407750892988,0.2543991189260879,0.27245765738780725,0.2864287156907,0.30756949169507136,0.33458917878776423,0.30814090465925353,0.20217672456997215,0.14207384432357262,0.2521711440995608,0.19862851422577296,0.2688067187068294,0.2018879416716147,0.3506044122545572,0.2594098511051492,0.28520969025934784,0.21825878567224297,0.4004523050069946,0.2300165673325515,0.3010193806474863,0.17498863425957398,0.3272078123815144,0.1667600787388739,0.2625706268968901,0.2234422288536083,0.31487681576433024,0.3311850652173445,0.28826262803503916,0.19443159429946114,0.24987496821718672,0.2022981601122511,0.23203918822097264,0.1287585606482375,0.24902050163025452,0.3288959845093833,0.06323182247367326,0.2643341471350724,0.2017027213401516,0.3028135934157132,0.31400862885319636,0.26228362143002865,0.22086662082224662,0.33569687023171796,0.2891314609876367,0.2949400708540996"
37,"0.40983544475604866,0.2638589834272465,0.28990111118663725,0.3787232282899171,0.14398187337120294,0.2675892030707174,0.29990332075659387,0.0502270014631861,0.15430890580095433,0.2533859911148168,0.2255338215639419,0.4289457811524852,0.2907561245409822,0.5173593105998299,0.1697532917812247,0.4140594501516186,0.21823022593866767,0.14386295109060215,0.2579939535529179,0.2544201152308756,0.26217178319882983,0.28985575875560565,0.05314130460802831,0.30708192164888654,0.4543267419461151,0.46754695515143285,0.20522721379199846,0.02376089707197515,0.38162259788373015,0.14801815650184727,0.4409481086336851,0.16032964386465431,0.35122610548146976,0.4011092049660939,0.3616482800636539,0.20138245713393355,0.24149430066049676,0.49750811534004785,0.601548428671276,0.5321963483188604,0.5102515587800259,0.343885266399207,0.32820082513867466,0.3828417037652327,0.321620134819007,0.2969099300230897,0.11216851085078543,0.3293128098524776,0.3280040474663607,0.22215063637268806"
38,"0.30260031781391633,0.32086922323358363,0.1597747582256612,0.20729182052170497,0.28480936347187824,0.244842567809461,0.2394361776842112,0.29324909928297455,0.2983809871019881,0.12306057670974127,0.3055354786750683,0.3779760957360021,0.11763534256211051,0.29708065355251645,0.3123795340147512,0.29414614123419214,0.35993581440422223,0.48165320297329806,0.17579544250594778,0.4287758536601279,0.1638328879943599,0.2686821812208585,0.3614062674774529,0.2854609613515245,0.36717503814310354,0.13070850820875657,0.38090031260073953,0.30007956189811175,0.2808513522639529,0.27138946560051924,0.21806260792915508,0.22778976496007508,0.4554550786991159,0.10793676882147665,0.32513052509559287,0.4328647471246431,0.278656016394147,0.42882323146232576,0.4003564738050479,0.17576288631987905,0.5095434115872918,0.4238563003392455,0.28968907185611653,0.32995562466937944,0.3562399692938303,0.25858248232510506,0.24320876382031506,0.19817018999267821,0.16165747643450132,0.3292362953741257"
39,"0.23685678916909877,0.16598162443120193,0.32568968704131,0.18977924728104056,0.16371048558743517,0.23666237241386776,0.14949680361524467,0.09330321559993617,0.1584222156611275,0.16367540459345908,0.2118654012951419,0.1597841731423138,0.17043256936139375,0.20904015131866469,0.17964881154247309,0.22449504659215483,0.2543868865715074,0.20809232599978575,0.23213644921305673,0.17669056823369494,0.178583406117503,0.1412625694998161,0.2811083783686664,0.1750357174631626,0.0982974954217575,0.06140693293555661,0.21712315862017426,0.23824675160753908,0.188312374758306,0.26963692066905054,0.25144103087132613,0.33010386488666277,0.1797021913142565,0.12294894042718657,0.20518392013981576,0.2662829441337075,0.11474545663374526,0.32938224763541335,0.23092481124408407,0.08351680394643174,0.14817192511125746,0.187104940419197,0.2114259705676503,0.13668756495123652,0.23198152174702552,0.24745036812245172,0.3153870209790855,0.1454471237336759,0.2779054357986073,0.1291118646010628"
40,"0.22941874227057188,0.10705312018180482,0.21594727552784573,0.31987866328315734,0.09145283223311876,0.19535216827372734,0.06784542688048766,0.31957462115435853,0.1845050132449113,0.17820975847544918,0.31860023539356613,0.0929002474730708,0.21369164879766617,0.1725942302453861,0.17558448148116299,0.2998907823096326,0.11829686234618925,0.19920961494320197,0.13373926335128894,0.20352009929677758,0.264507348556827,0.2940235976236613,0.09580713805481463,0.24022140972598893,0.19946336557500557,0.21640561976262696,0.255954585434569,0.30074409932402624,0.2659634101588031,0.21747725035748816,0.20742767438196458,0.21629238922603078,0.17351731127984116,0.2514094727981317,0.09805560371734266,0.2475853839434792,0.2567637403951648,0.13671421767858088,0.09161702549714797,0.11031983693434434,0.20439680531646914,0.2548405586983747,0.15628600598149445,0.22779888543311327,0.12288919947804341,0.129196992483372,0.19988379508539367,0.24817805790964215,0.07134536265714998,0.20876036405471016"
41,"0.2329132974351057,0.3268753310130455,0.35279804625405226,0.19045489715612682,0.13816340735158592,0.21354697483913984,0.27916342165175784,0.21676837662198842,0.20952997920761368,0.12525776750549542,0.30650276629657086,0.2228361888201241,0.15300874430414885,0.13382505767955374,0.1771720366331508,0.24410328039164456,0.43213538258679396,0.25257568889673077,0.3027213766862508,0.15904678719647913,0.2782691020573743,0.30433775404830804,0.21170691752273563,0.25083351359781697,0.28836926980659583,0.20092334914243168,0.09608926642335631,0.21242759064551037,0.19561440744387207,0.281004909049775,0.36622035485155596,0.1589456771831165,0.2955668278269739,0.37934268802542337,0.35279627409374387,0.37326623747536725,0.3592263439062728,0.38388208612820696,0.1526111981115336,0.34996363504334455,0.2658761749247146,0.21416230212112422,0.25236635520302564,0.34800247673171414,0.2708501470158257,0.21967207389925403,0.1470502296614084,0.20072187744462947,0.30923337767154063,0.21722095317963377"
42,"0.23146752433971166,0.09183164306925903,0.23940802022274305,0.1873793937609202,0.257738627033203,0.3351067994210416,0.14897783860395825,0.3804874572518096,0.221300340609311,0.31335450057222364,0.3325640262586509,0.3941296192647855,0.20295894579254317,0.24786591586837342,0.32354786325253854,0.23709109189786004,0.12893034436715026,0.2616498209050448,0.29604380593159946,0.19063554977345032,0.276852894445696,0.37354320091395515,0.154478324157605,0.05660766139986855,0.11293815110560704,0.35808389741209407,0.39963264713786845,0.24915057732528892,0.18679804294174343,0.3139703661661859,0.2684754098475896,0.22681528150196462,0.30006534665124074,0.3206032810977557,0.2745430665831281,0.3073351248367909,0.13018576904370338,0.3174327874964806,0.3812843566598615,0.20252573515781375,0.3188024783922437,0.27565056554911593,0.4759453418146682,0.25338615244577933,0.3337831646989466,0.29445102020553604,0.24589891809785708,0.2447022618991973,0.06884160192241424,0.2538301849235273"
43,"0.08622040742819752,0.12939140859635484,0.11837497626015074,0.08187080904665538,0.005804152011047138,0.039544683744435316,0.0885791155888611,0.11572857884839251,0.13246203949879853,0.10426839823735166,0.08379803972482307,0.09212089129089654,0.09572563224208566,0.03301378249826682,0.019287660247697482,0.003541703688145972,0.08760795270291544,0.033406118095246906,0.09901435334481874,0.014324929550584944,0.09161247545985676,0.053474903217239536,0.11366889058889676,0.008311484735340526,0.07320018871616456,0.12299543024709636,0.12106191234823514,0.0552636176671848,0.006958626277889215,0.027949182494987235,0.11759757964682326,0.08281781579016749,0.012428388704772326,0.08607751226068502,0.10214898376419135,0.06109968885836873,0.10867436107776587,0.06238510928243508,0.13237782300276996,0.024032484963816818,0.07589288953501899,0.10262368974543759,0.1171164479073881,0.10229096082436392,0.1291040339127104,0.007905144568699724,0.10975234864466038,0.08531283424691553,0.08787222377230527,0.0273478420845023"
44,"0.42719602667240186,0.264562740816645,0.29436796314449776,0.31762208023110583,0.07239804082016335,0.21516209885094675,0.27571775992157066,0.46388018352532967,0.33980524448069876,0.20090482139631516,0.22753222170332132,0.3111429530302799,0.33825631870980233,0.3454731369398527,0.3667393697496662,0.30094028975502585,0.307274598129278,0.14946196893202662,0.22754687840500543,0.1771293440475985,0.3332708218822574,0.1995526222533434,0.2764122950236762,0.17237809437797152,0.15861314187754785,0.2812962884431822,0.24928434566675642,0.442739484216196,0.28740112483631614,0.26827623920406823,0.20666270490966457,0.23997349977050833,0.2084772729651331,0.2602673511976694,0.09173823744492049,0.2995962267121055,0.2241536579217697,0.3547851710297517,0.3316157660929282,0.17637690540955714,0.043738026690319225,0.19495723918833072,0.30664198553086564,0.25711409402866386,0.2829011033152618,0.31928532906701684,0.4331335989864497,0.22486618343044082,0.2670423058676957,0.31140981330033185"
45,"0.16587067146652204,0.3398401375103016,0.3124326851139302,0.17138050610163094,0.2425622862069284,0.13362149690049338,0.12510960675913604,0.05871178399325252,0.3071298065571164,0.1034033782413406,0.43734726046073275,0.13033296810674358,0.26420257716734913,0.29441775660681185,0.10869934655867622,0.3014714846486958,0.11309648634135087,0.10619284156316773,0.22802481826571389,0.2929520181231079,0.2860638785505245,0.17886400053699372,0.3027623697787249,0.2741083347697859,0.3363415568278892,0.4404515428728882,0.27148212328805754,0.18997937605448081,0.08857246904058513,0.4828517332809334,0.279084898338877,0.339385406826469,0.06416520473708016,0.05152046574544305,0.056140702699185176,0.4956004739185244,0.1490987310310059,0.41158728552946283,0.17375017313422234,0.37266321101684813,0.29294483310392005,0.4164799555714045,0.32297633525515734,0.22683720838260332,0.09391509988079785,0.4144373597571675,0.3784668704594245,0.2379515288176417,0.35279320495420263,0.43923848653333364"
46,"0.08836341487442005,0.07768410861678503,0.01533251000638432,0.055828934761395804,0.13393259184043826,0.025444961987621747,0.10933001820938539,0.13207975432436017,0.07638125937218251,0.13426389407484082,0.08348527550343261,0.09458714731133704,0.09540959104624626,0.09929535727656047,0.0917080318550961,0.06553539890864972,0.07347596148589933,0.023537970361859496,0.06517996216370076,0.011566759248432175,0.0753386846876533,0.01910158433066225,0.09044578493794804,0.06661976134828305,0.02690098942007803,0.10289204012932172,0.019068866526040944,0.05664532478952547,0.10057502007347033,0.1169691625468768,0.10709932181515405,0.10282358646285122,0.110363535686773,0.020095084547037702,0.11998742816416803,0.1130102300474084,0.019681413478629985,0.0325294060779671,0.01894802993301786,0.13357716269575676,0.1306971566179571,0.13718078116721588,0.015283396398861875,0.12889311597162456,0.04240794769252659,0.11416521194655418,0.11448784513501199,0.005625150903133833,0.013676339798852436,0.04734515489453002"
47,"0.3630828732104503,0.42968007424817817,0.1592546965771007,0.22226065118612354,0.2878237323176306,0.2906550498032514,0.3579005865600326,0.15286861269340854,0.07496469325723852,0.21748125954645184,0.2721616269899819,0.26804324937261914,0.20874093508275776,0.2413770840130386,0.1717822127480669,0.49480880524466375,0.19309681988865401,0.36173054549948513,0.08899012350801153,0.18779103426254284,0.18194910757036578,0.16134454019269778,0.2273009947680761,0.2401202583061588,0.2635534123186663,0.2603913438540848,0.3179774216345581,0.3050264086081054,0.27562858500677995,0.32700526768564137,0.2767722966410298,0.10837629333505873,0.4585273521349526,0.325381130165837,0.1885553317939384,0.25864803531729635,0.19373127040725543,0.31057242576458727,0.20317749711324393,0.32880061304872554,0.4124166554118654,0.12667870863554104,0.414521963705645,0.11983023762159548,0.40565206274841475,0.30254833848352586,0.36181333871408894,0.1754202993196458,0.37721038712739213,0.17934225934967626"
48,"0.3320207539138779,0.2689328272033653,0.3718040317050405,0.2591520725904763,0.2231042584714936,0.2367925403647883,0.4484232382663407,0.2310483957366022,0.20553755473837115,0.2944433888615971,0.3278321320189991,0.12310511147781605,0.1728671340180692,0.12996509427104427,0.4696529355355234,0.4017806207979522,0.5229003487863828,0.21701884623063325,0.34345941764661336,0.19105573357878392,0.2580472112645713,0.5280465853675447,0.33694157024860816,0.3586162478244636,0.36844024076818505,0.3947629943355886,0.16557824173875907,0.17189989082289583,0.3129346255235971,0.3245958898269854,0.5053413040379041,0.23904180909352898,0.30278047461223545,0.29366061983872077,0.4425091348472373,0.3843238713411635,0.4194174729540062,0.3497806560189552,0.15243189912580082,0.441604806694082,0.23157457416823804,0.2767962788883794,0.3902149531628133,0.31243788638629394,0.336782414146379,0.2600102140403189,0.20434024822814195,0.1809198651189981,0.4477809093005156,0.29965614243276983"
49,"0.32088461092690457,0.2904303306156785,0.36391620617291587,0.23895732760796332,0.18577029914800136,0.2697260661765041,0.39012479455148175,0.2214285445199792,0.16780056336927202,0.3075155994334077,0.32833392437368647,0.18857746790582888,0.12550356356684808,0.312733708803835,0.41558138674717704,0.16527006973421712,0.3785248277698927,0.3898145670833008,0.29788582071117553,0.13748780321244988,0.24417304835937725,0.2501164830596177,0.2909539276555587,0.4093205497401353,0.25265574153108844,0.2027069838372356,0.26016371939202354,0.14704557601761897,0.28321389273895364,0.25243876197008613,0.14965867571888702,0.2131928423660301,0.1346498634553737,0.34295706529593256,0.1785626521059652,0.3577154576143492,0.4771442284139487,0.3974331926261676,0.10242193903045214,0.1470268433352522,0.19656203002649908,0.21071445227014463,0.3442345966664793,0.057575417803189165,0.331257110636294,0.321241871262873,0.13154793788340563,0.2758516216109857,0.2327971242704814,0.27472760465190804"
50,"0.21328977247450323,0.2612070820079157,0.18324014819161616,0.27102833314437447,0.42810707827527283,0.40099788231203065,0.29259511576930486,0.21663395260306254,0.27247587996055744,0.21700996840534806,0.21754231272259292,0.2953474588844769,0.40661983082351927,0.3048121400063141,0.12011921884289706,0.3862129431918576,0.2137129614140564,0.15448660917341128,0.35613441568779847,0.35500274463728476,0.22073859328447032,0.35864779208308334,0.09047947510307601,0.4128988141643882,0.3323040737563258,0.42144736109484104,0.16249850828705334,0.30370543616903756,0.2896280614227852,0.15379727209094246,0.44591205195841854,0.01707635323274009,0.38583212502582864,0.17818955831220432,0.06725922928600607,0.3746815087043474,0.2798587978823652,0.29044020658180436,0.12247487953860173,0.3165158942836796,0.26420326466318356,0.28069044229036144,0.3891262635427941,0.23062716916843487,0.08492081211079272,0.3475301345381689,0.07645573837716917,0.2719773904188874,0.02959424477472151,0.2054993602395758"
51,"0.14778616855563853,0.34744135592308845,0.31365912879299557,0.259074277355701,0.22657983451487035,0.29242955946402616,0.3106981422038247,0.38390075275661506,0.3471714833469552,0.20373882058406115,0.2525016077646112,0.34273090590938293,0.2309141334542489,0.22883167187359277,0.3614409603211838,0.338533296642018,0.33137371901998275,0.4935701348511388,0.24241141611546888,0.1621827956140428,0.2734647981833952,0.4762130570763887,0.2923419822293677,0.27228019600925335,0.19660695189842947,0.2601023765194411,0.1915325042678297,0.27309053132761485,0.24081605829384797,0.23516313038403824,0.16528774320750717,0.3691975216874368,0.2820017571279057,0.42095629146390046,0.3686200651754094,0.1765978238275981,0.2872234176407449,0.38624357640286217,0.289986963113753,0.2961974534322627,0.1517163397537758,0.2462207194785461,0.27668942535056085,0.3637983056522935,0.25545682889454335,0.3533199250139043,0.1580597585991741,0.1143269433449558,0.28904580482158543,0.1339811820846004"
52,"0.2251999584453518,0.09968150170075035,0.14186119578951145,0.2355386815377722,0.16901381275880903,0.2002425372446914,0.20098049326515222,0.20231468126301413,0.050931787067396525,0.10236573666223775,0.16955167155163522,0.10474708375236778,0.10979400108806639,0.2707806944273903,0.2566317411850155,0.14121733689848007,0.2365610094049246,0.05618932718217503,0.10151131243951775,0.1377497802240204,0.1745739156551139,0.25263241493715827,0.21171260938587635,0.16195063473945076,0.24461782815778457,0.14194384644362715,0.15289965326651378,0.16007964112844525,0.21430798537492063,0.20688710295266718,0.21030762821990442,0.1492547753245683,0.1779858400354717,0.19256688497112548,0.15405471379808944,0.20916260316380997,0.16453987044548835,0.20651247139651727,0.27007242200797654,0.1615155936275524,0.07197666227919142,0.09530314568025061,0.19264664235789442,0.2093615375934742,0.1361180349341772,0.21289666281554662,0.24446434389614094,0.2612339140987355,0.20797632696623133,0.12770787552976476"
53,"0.22045514358852206,0.44119277996137624,0.2485203975373399,0.2362221240799978,0.3987919201350972,0.20862867705860108,0.3678518876906693,0.2609018764163188,0.3568023770536345,0.2801353699568277,0.26021376805113955,0.3265735439990537,0.2385865052198602,0.23880636688359796,0.30820457676029467,0.2351952824438254,0.47822156796353854,0.40627107708456384,0.1707494636213341,0.3061257678929111,0.34393351927894866,0.2627958006923067,0.4319162707532282,0.16742971449420724,0.2835961161295579,0.1867695905761049,0.5541468777796977,0.5412922265732635,0.16773347216489634,0.3451206627056201,0.4332222147326245,0.2752019839967028,0.3325945735951325,0.23665333589696916,0.2678549859345737,0.35138837026410247,0.36079831194220313,0.1901156823451261,0.3452335398968663,0.11371350575743654,0.3552609803628884,0.39644857388645866,0.2581845636727832,0.30155858578903333,0.4203855702450274,0.36885620714232675,0.16705390856496743,0.19527368965148356,0.22147258937489558,0.5087193141598756"
54,"0.28731674478446356,0.33755784819082413,0.3595993432752169,0.2606949248538429,0.43234236141376214,0.3429702538348108,0.32055521538600507,0.33689828851547987,0.3363663359929312,0.2392166219270263,0.25822394447697217,0.44615166249951305,0.3455268496818255,0.2526014473344975,0.24267926818195448,0.4178704634900956,0.3964077057223952,0.34082902831452255,0.47503409293415094,0.3457421220839952,0.39178038335387566,0.0926820369754198,0.3071008454935273,0.27207276344764453,0.09759955762252573,0.07724503557814204,0.254584469323598,0.17969490815724423,0.5051358927259774,0.3299942773565983,0.20880537280636632,0.3548437102671017,0.5221183172948426,0.31295460947631987,0.39380697463717174,0.2090231395189376,0.3687813131049022,0.32767426426657703,0.2576581141302448,0.40709484116356315,0.2530006156226268,0.3145946168849608,0.13437588471144205,0.50252236706363,0.2507522420055285,0.28533280888708945,0.3008387494039806,0.4447331196057025,0.43198806824431885,0.06867260339591284"
55,"0.303325140584859,0.18636927705889847,0.27324278707244526,0.2079236004714688,0.2558238753378932,0.28337419120398233,0.26011885521641814,0.20023996942413205,0.3464435482021774,0.24160456503908853,0.35956062996103777,0.24701351692190854,0.40396473832279495,0.3637468563348516,0.27038775071666715,0.3466758219573036,0.3700006045498647,0.17907239836197925,0.15267793769317153,0.2692993535647557,0.16347297841885425,0.20193220926867325,0.2351937521867681,0.2964410746964046,0.2503531966315426,0.29659718897750253,0.14162113492202552,0.22729757861116903,0.22301151508535078,0.2612849142157519,0.2949381139568968,0.18007483462352483,0.2662097118119167,0.2863987243947977,0.25298375035227877,0.1870813488094886,0.2355479772059168,0.4349390761140759,0.3701403309179497,0.32806087796492467,0.3490229116483043,0.29811387503321723,0.3044777651490585,0.24325878138008272,0.2817420616066965,0.3868373239455678,0.21963291853766048,0.4056568371666211,0.2143330301941599,0.17379883674313085"
56,"0.007072530359838797,0.03139197543761007,0.102858503909281,0.08582875926007565,0.06287306458345407,0.13176290765657575,0.058247158074793984,0.06415680784634188,0.13075276003278055,0.047126268349788225,0.11038091878404667,0.10234891579675959,0.102485645834614,0.04294729277645884,0.11387256608186573,0.09518765986066499,0.06437670950156686,0.07373806642187103,0.06654074325314614,0.030472224022223576,0.12096086402615733,0.012879510133493591,0.02541350725255833,0.1381955119985365,0.12419610837745573,0.05038310838422727,0.09219326092548112,0.12994403802115675,0.07905124924471768,0.10159541620533245,0.12044201724720906,0.061333743096638124,0.0630112729683237,0.01762475912292699,0.14078052025934823,0.12953781386872412,0.12485562346652916,0.09743789359680391,0.1253683075013564,0.05037641937321936,0.05661092422981708,0.019754856421621687,0.07055484723231813,0.00552942034970761,0.11309237287987221,0.043388805787170845,0.12178608383079415,0.09363474028312856,0.12761204387513309,0.14109624678690297"
57,"0.3277585877137917,0.3301680681005095,0.17770259811199987,0.28165460952796806,0.23802774043138808,0.21755269445000586,0.2091543092597427,0.3526750655192063,0.2674704017086585,0.14611187351074179,0.26007741059102724,0.3562939218035568,0.14097205267732565,0.32832552676991195,0.30751533831007616,0.3150169139465366,0.41943217090859836,0.4048961990802415,0.17784704126938558,0.3366549737176748,0.2215601077466918,0.29186062525402695,0.3489279891279234,0.3621821880070375,0.36090521344802234,0.16818030223901617,0.410667149220316,0.32468607014487944,0.31523056226157986,0.2892933081874607,0.31153528041955986,0.3020054878029326,0.4146466175751258,0.11027311848831807,0.3727031415951698,0.3654591612477847,0.27753835455071324,0.39749062811814023,0.3945170923557047,0.2713286825818666,0.4762026257652362,0.4301848051713357,0.24575888071314395,0.3828070108711775,0.29836724485123395,0.336655133297235,0.30717439312554407,0.21468190894443254,0.21371683729964489,0.2881604162439932"
58,"0.32721130810652377,0.43860348960172607,0.23148104150730936,0.42610329081350107,0.19224464787523482,0.36822623199863214,0.3948785276593851,0.1667984601851803,0.227707328487607,0.10084645110344834,0.13702342891708713,0.2932172446201052,0.31757596530351867,0.384128871546088,0.31007086316633525,0.3000792687220675,0.42410376211776984,0.2060469763689164,0.36036934495202533,0.4225252252732894,0.23734123911789398,0.38775792866037334,0.3065737511299694,0.3729710903808864,0.5048327188043668,0.39733015633463326,0.28035474656956555,0.35627244354568827,0.46816342712864334,0.41634405522161755,0.1666709672709081,0.16816997638997477,0.30000004525013557,0.3244884586984508,0.13557738701913088,0.3139183836850089,0.41757637651109264,0.40626747149792314,0.3649667851862858,0.18865688661584037,0.3582534688038837,0.19280784179843805,0.4514636549605154,0.19233391216365664,0.4303329822067219,0.11469931964651205,0.33796992729727937,0.30503050608172383,0.33968193125279644,0.36841456933220007"
59,"0.21114959951813767,0.28000874743037524,0.2815036813110891,0.1840362257157227,0.1607063612896241,0.15675708237140132,0.3097022957678452,0.243582072812616,0.1644040600420055,0.1493770857959638,0.2889551589726679,0.1873974738996242,0.153809698528683,0.17950756324110678,0.3339516130694973,0.14220696822068743,0.23642815510237947,0.22881819123836072,0.2002051528216014,0.11816511544860803,0.14555065551906113,0.1414436978717465,0.26451513176768476,0.3023100848851794,0.26340672084413647,0.20247324852396864,0.1671374852451722,0.10313385505960788,0.1397792619761681,0.18272686120681483,0.0801219664799242,0.09096823276786667,0.11734360778697521,0.2256635266623361,0.22046338633443327,0.2196748788340266,0.3651394808194344,0.231747274984646,0.13381905935904084,0.17665818285416002,0.18760191338523988,0.18380590273954572,0.2850268124816782,0.06285221233853035,0.25049103694781116,0.2194524728322527,0.0974843574433839,0.2457621231576735,0.15674279227683777,0.17472863977013386"
