,user_embed
70,"0.43211186,-0.028551247,-0.3298575,-0.35500073,-0.16217616,0.38646948,-0.31186023,-0.47207674,-0.30842343,-0.3062263,-0.48448744,-0.34825256,-0.3835733,0.2046423,-0.069811575,0.1425324,0.25329682,-0.21168779,-0.4785579,0.1962142,0.15616183,0.42984736,0.10690989,0.30499125,-0.2910177,-0.53803176,-0.45117936,0.49719748,0.3062904,0.26961952"
71,"0.43362674,-0.030543491,-0.33563823,-0.34896496,-0.1577327,0.3859016,-0.31237203,-0.47296894,-0.31545746,-0.30401984,-0.48145792,-0.3477759,-0.38507766,0.20204148,-0.083060764,0.13055149,0.2526959,-0.21403858,-0.4803442,0.19373584,0.15824953,0.42862454,0.11307656,0.30533677,-0.28757402,-0.5323715,-0.4447856,0.5117003,0.3056137,0.26286766"
72,"0.21990907,-0.13582224,-0.3238451,0.51723707,0.009423327,-0.34409633,0.2572709,-0.32988667,-0.0636004,0.09959027,0.08073306,0.060092386,-0.223316,-0.061121985,-0.45303616,0.557914,-0.2325322,-0.045976013,0.4003076,-0.2354016,-0.13242726,-0.6174775,-0.16011764,0.14993374,0.31214717,-0.3143182,-0.57262397,0.30147532,0.025408879,0.21994784"
73,"-0.26551223,-0.34156993,0.39191908,0.33344322,-0.28045893,-0.33016944,-0.3301817,-0.3267416,-0.3284267,0.31391808,-0.33646438,-0.41387963,-0.37148476,-0.22329128,-0.341725,0.29828614,0.22296965,0.21082188,-0.23381145,0.23320855,-0.14761104,0.26647574,0.34939674,0.34158438,0.30903617,0.38428894,0.047445774,-0.29188088,-0.3448787,-0.26004446"
74,"-0.26542994,-0.33789307,0.3947283,0.32812294,-0.28458533,-0.33162197,-0.33144298,-0.32195178,-0.32726124,0.310586,-0.33884534,-0.41446164,-0.3681727,-0.2210191,-0.33638453,0.29602954,0.22480245,0.20949161,-0.23286818,0.23579119,-0.14824523,0.2811482,0.347832,0.34061953,0.30975652,0.3786867,0.04766828,-0.30743867,-0.3483711,-0.26027438"
75,"-0.11329253,-0.0031354115,0.13113517,-0.1032683,-0.19712774,-0.35367176,-0.05116727,0.020311978,-0.09739731,0.16269754,-0.046426788,-0.32234883,-0.42559102,-0.27222776,-0.08590729,0.06376437,0.42193314,-0.13372424,0.30685118,0.3684451,-0.360643,0.30547237,0.31306127,0.26396614,0.2797587,0.08157745,-0.15220103,-0.18497561,-0.24045162,-0.28113005"
76,"-0.11411709,-0.0012149556,0.13202271,-0.10368208,-0.20060375,-0.35895377,-0.050089236,0.021081489,-0.09238936,0.16135812,-0.046825793,-0.3279563,-0.42174745,-0.27585724,-0.08520794,0.06321624,0.42715487,-0.13375822,0.30026013,0.36897185,-0.35974163,0.30499676,0.3148151,0.26406237,0.27816784,0.080103055,-0.15253277,-0.18640518,-0.23874013,-0.28117034"
77,"-0.26548114,-0.34028473,0.39677158,0.32962483,-0.28224134,-0.32763267,-0.33051082,-0.32294044,-0.32833612,0.31031278,-0.33751118,-0.41518712,-0.3668802,-0.22429276,-0.33857572,0.29623762,0.22524698,0.20936073,-0.23371881,0.23482318,-0.14927281,0.27886933,0.34931183,0.34048036,0.30647746,0.37799722,0.048577677,-0.3072584,-0.34880006,-0.26150146"
78,"-0.26271757,-0.34361514,0.39362326,0.33067077,-0.2813274,-0.32636175,-0.3259879,-0.32255128,-0.32674214,0.31035122,-0.3381403,-0.41457075,-0.36943525,-0.22388229,-0.3414814,0.29758382,0.2229457,0.2099585,-0.23334804,0.23293157,-0.14771587,0.2773923,0.34973925,0.34073055,0.30940402,0.37763792,0.048538886,-0.30583712,-0.34777093,-0.2617662"
79,"-0.2634334,-0.33915457,0.39474377,0.33464122,-0.28143144,-0.33125833,-0.33130997,-0.32144046,-0.32634005,0.3113779,-0.34369627,-0.41310963,-0.3674641,-0.22222634,-0.33984655,0.2979319,0.22145212,0.21065207,-0.23401839,0.23231436,-0.15128757,0.27854592,0.34143946,0.34002015,0.30743524,0.37894198,0.04789033,-0.3069786,-0.34277257,-0.26260525"
80,"-0.11397211,-0.0012459467,0.13416164,-0.1037213,-0.20154178,-0.35948324,-0.050930273,0.020442387,-0.0977537,0.1609997,-0.046543803,-0.32619014,-0.42297575,-0.2746264,-0.08507198,0.06411668,0.42048776,-0.13381954,0.3069704,0.36938742,-0.36008582,0.3049563,0.31320652,0.26403794,0.27695608,0.07887244,-0.15290016,-0.18602702,-0.23971528,-0.27957463"
81,"0.014058138,0.19221792,0.10604484,0.17393237,-0.20104776,-0.19975284,-0.16199842,-0.02727524,0.119344145,-0.34565616,-0.28516713,-0.14042912,-0.119001985,0.12672307,0.2341091,0.36009333,-0.08697551,0.1309998,0.34287125,-0.08496072,-0.12155415,-0.09307792,-0.4046817,-0.211452,0.28159595,-0.2145343,-0.42351913,-0.07919482,-0.19629087,0.19894698"
82,"0.31610087,-0.2848674,0.42026392,-0.375145,-0.3172433,0.074401304,0.31234512,-0.39020836,-0.37246642,0.021056911,-0.10079665,-0.09136087,-0.30108604,0.035599895,0.09857827,0.23630574,-0.108410135,-0.3891657,0.34128818,0.2708457,-0.052845996,-0.3531076,-0.22917107,-0.35853133,-0.2788245,0.32229605,0.42702955,-0.17952774,0.27806288,0.16060138"
83,"0.3158742,-0.28536576,0.41925642,-0.37265664,-0.31793103,0.074851185,0.3131701,-0.39036977,-0.37182707,0.018781763,-0.10134458,-0.09152123,-0.300136,0.035789162,0.09795848,0.23772249,-0.1094787,-0.3906175,0.34135264,0.26499543,-0.0497197,-0.35294488,-0.2275257,-0.35755455,-0.27889112,0.3227082,0.42843845,-0.17974675,0.27723363,0.16028708"
84,"0.31639275,-0.2854986,0.4179055,-0.37303874,-0.3172349,0.07442814,0.31220153,-0.3904711,-0.37185994,0.021518217,-0.10063492,-0.09112447,-0.30103907,0.03506231,0.09713205,0.23770793,-0.109279074,-0.39186037,0.34160373,0.26607853,-0.05070541,-0.35527617,-0.22771868,-0.35832584,-0.27839285,0.32269797,0.42576507,-0.17944002,0.27734402,0.16105771"
